model,trade_date,year,month,direction,break_time,entry_time,exit_time,or_high,or_low,or_range,entry,stop_price,target_price,tp,stop,retest_buffer,outcome,pnl_points,break_above_vwap,break_below_vwap,break_above_ema20,break_below_ema20,break_displacement,rel_vol_20,atr_14,equity,equity_high,drawdown
EMA20_ALIGN,2023-04-17,2023,2023-04,SHORT,2023-04-17 09:30:00,2023-04-17 09:34:00,2023-04-17 09:38:00,13163.25,13111.5,51.75,13111.5,13131.5,13091.5,20,20,4,WIN,20.0,false,true,false,true,true,3.304,9.75,5512.5,5552.5,-40.0
EMA20_ALIGN,2023-04-18,2023,2023-04,LONG,2023-04-18 09:12:00,2023-04-18 09:17:00,2023-04-18 09:24:00,13194.25,13156.75,37.5,13194.25,13174.25,13214.25,20,20,4,LOSS,-20.0,false,true,true,false,false,1.285,10.8,5492.5,5552.5,-60.0
EMA20_ALIGN,2023-04-19,2023,2023-04,LONG,2023-04-19 09:01:00,2023-04-19 09:02:00,2023-04-19 09:42:00,13149.0,13111.0,38.0,13149.0,13129.0,13169.0,20,20,4,WIN,20.0,true,false,true,false,true,2.025,7.48,5512.5,5552.5,-40.0
EMA20_ALIGN,2023-04-20,2023,2023-04,SHORT,2023-04-20 09:03:00,2023-04-20 09:04:00,2023-04-20 09:07:00,13158.0,13118.0,40.0,13118.0,13138.0,13098.0,20,20,4,WIN,20.0,true,false,false,true,false,1.214,6.96,5532.5,5552.5,-20.0
EMA20_ALIGN,2023-04-21,2023,2023-04,LONG,2023-04-21 09:03:00,2023-04-21 09:04:00,2023-04-21 09:10:00,13070.5,13004.0,66.5,13070.5,13050.5,13090.5,20,20,4,LOSS,-20.0,true,false,true,false,false,1.957,8.96,5512.5,5552.5,-40.0
EMA20_ALIGN,2023-04-24,2023,2023-04,SHORT,2023-04-24 09:14:00,2023-04-24 09:15:00,2023-04-24 09:42:00,13098.0,13008.25,89.75,13008.25,13028.25,12988.25,20,20,4,WIN,20.0,false,true,false,true,false,1.311,9.32,5532.5,5552.5,-20.0
EMA20_ALIGN,2023-04-25,2023,2023-04,LONG,2023-04-25 09:13:00,2023-04-25 09:19:00,2023-04-25 09:30:00,12966.0,12930.0,36.0,12966.0,12946.0,12986.0,20,20,4,LOSS,-20.0,false,true,true,false,false,0.938,7.0,5512.5,5552.5,-40.0
EMA20_ALIGN,2023-04-26,2023,2023-04,LONG,2023-04-26 09:01:00,2023-04-26 09:02:00,2023-04-26 09:08:00,12950.5,12915.0,35.5,12950.5,12930.5,12970.5,20,20,4,WIN,20.0,true,false,true,false,false,1.483,9.73,5532.5,5552.5,-20.0
EMA20_ALIGN,2023-04-28,2023,2023-04,SHORT,2023-04-28 09:00:00,2023-04-28 09:01:00,2023-04-28 09:07:00,13293.0,13193.75,99.25,13193.75,13213.75,13173.75,20,20,4,LOSS,-20.0,false,true,false,true,false,1.403,13.57,5512.5,5552.5,-40.0
EMA20_ALIGN,2023-05-01,2023,2023-05,LONG,2023-05-01 09:00:00,2023-05-01 09:01:00,2023-05-01 09:10:00,13326.0,13277.0,49.0,13326.0,13306.0,13346.0,20,20,4,LOSS,-20.0,true,false,true,false,false,1.198,7.62,5492.5,5552.5,-60.0
EMA20_ALIGN,2023-05-02,2023,2023-05,SHORT,2023-05-02 09:01:00,2023-05-02 09:02:00,2023-05-02 09:07:00,13211.25,13137.25,74.0,13137.25,13157.25,13117.25,20,20,4,WIN,20.0,false,true,false,true,false,2.291,11.62,5512.5,5552.5,-40.0
EMA20_ALIGN,2023-05-03,2023,2023-05,SHORT,2023-05-03 09:01:00,2023-05-03 09:02:00,2023-05-03 09:56:00,13224.75,13192.75,32.0,13192.75,13212.75,13172.75,20,20,4,LOSS,-20.0,false,true,false,true,true,1.134,8.66,5492.5,5552.5,-60.0
EMA20_ALIGN,2023-05-04,2023,2023-05,LONG,2023-05-04 09:07:00,2023-05-04 09:08:00,2023-05-04 09:09:00,13064.75,13001.75,63.0,13064.75,13044.75,13084.75,20,20,4,WIN,20.0,true,false,true,false,true,1.679,12.77,5512.5,5552.5,-40.0
EMA20_ALIGN,2023-05-05,2023,2023-05,LONG,2023-05-05 11:11:00,2023-05-05 11:12:00,2023-05-05 11:30:00,13277.75,13232.25,45.5,13277.75,13257.75,13297.75,20,20,4,TIME_EXIT,14.75,true,false,true,false,false,1.679,3.77,5527.25,5552.5,-25.25
EMA20_ALIGN,2023-05-08,2023,2023-05,LONG,2023-05-08 09:01:00,2023-05-08 09:08:00,2023-05-08 09:53:00,13297.0,13254.5,42.5,13297.0,13277.0,13317.0,20,20,4,WIN,20.0,true,false,true,false,false,1.343,6.05,5547.25,5552.5,-5.25
EMA20_ALIGN,2023-05-09,2023,2023-05,SHORT,2023-05-09 09:12:00,2023-05-09 09:29:00,2023-05-09 11:29:00,13303.5,13275.5,28.0,13275.5,13295.5,13255.5,20,20,4,TIME_EXIT,-5.0,false,true,false,true,true,3.687,6.45,5542.25,5552.5,-10.25
EMA20_ALIGN,2023-05-11,2023,2023-05,LONG,2023-05-11 09:00:00,2023-05-11 09:01:00,2023-05-11 09:30:00,13418.5,13361.5,57.0,13418.5,13398.5,13438.5,20,20,4,WIN,20.0,true,false,true,false,false,1.043,8.0,5562.25,5562.25,0.0
EMA20_ALIGN,2023-05-12,2023,2023-05,LONG,2023-05-12 09:04:00,2023-05-12 09:05:00,2023-05-12 09:15:00,13411.5,13382.25,29.25,13411.5,13391.5,13431.5,20,20,4,LOSS,-20.0,false,true,true,false,false,1.54,7.5,5542.25,5562.25,-20.0
EMA20_ALIGN,2023-05-15,2023,2023-05,LONG,2023-05-15 09:12:00,2023-05-15 09:13:00,2023-05-15 09:20:00,13409.75,13362.0,47.75,13409.75,13389.75,13429.75,20,20,4,WIN,20.0,true,false,true,false,false,1.032,7.12,5562.25,5562.25,0.0
EMA20_ALIGN,2023-05-16,2023,2023-05,LONG,2023-05-16 09:29:00,2023-05-16 09:30:00,2023-05-16 09:36:00,13533.75,13479.5,54.25,13533.75,13513.75,13553.75,20,20,4,LOSS,-20.0,true,false,true,false,true,2.526,6.79,5542.25,5562.25,-20.0
EMA20_ALIGN,2023-05-17,2023,2023-05,LONG,2023-05-17 09:00:00,2023-05-17 09:01:00,2023-05-17 09:18:00,13538.75,13512.5,26.25,13538.75,13518.75,13558.75,20,20,4,WIN,20.0,true,false,true,false,false,2.456,5.66,5562.25,5562.25,0.0
EMA20_ALIGN,2023-05-18,2023,2023-05,LONG,2023-05-18 09:00:00,2023-05-18 09:01:00,2023-05-18 09:02:00,13791.5,13758.0,33.5,13791.5,13771.5,13811.5,20,20,4,WIN,20.0,true,false,true,false,false,1.655,6.86,5582.25,5582.25,0.0
EMA20_ALIGN,2023-05-19,2023,2023-05,SHORT,2023-05-19 09:12:00,2023-05-19 09:15:00,2023-05-19 09:17:00,13908.5,13862.25,46.25,13862.25,13882.25,13842.25,20,20,4,LOSS,-20.0,false,true,false,true,false,2.648,11.39,5562.25,5582.25,-20.0
EMA20_ALIGN,2023-05-22,2023,2023-05,LONG,2023-05-22 09:05:00,2023-05-22 09:23:00,2023-05-22 09:39:00,13916.0,13878.5,37.5,13916.0,13896.0,13936.0,20,20,4,LOSS,-20.0,true,false,true,false,false,0.719,8.34,5542.25,5582.25,-40.0
EMA20_ALIGN,2023-05-23,2023,2023-05,LONG,2023-05-23 09:08:00,2023-05-23 09:23:00,2023-05-23 10:06:00,13865.5,13832.5,33.0,13865.5,13845.5,13885.5,20,20,4,LOSS,-20.0,false,true,true,false,false,0.767,6.0,5522.25,5582.25,-60.0
EMA20_ALIGN,2023-05-24,2023,2023-05,LONG,2023-05-24 09:23:00,2023-05-24 09:24:00,2023-05-24 09:27:00,13606.75,13570.25,36.5,13606.75,13586.75,13626.75,20,20,4,WIN,20.0,false,true,true,false,true,1.938,8.62,5542.25,5582.25,-40.0
EMA20_ALIGN,2023-05-25,2023,2023-05,LONG,2023-05-25 09:00:00,2023-05-25 09:03:00,2023-05-25 09:07:00,13935.0,13867.75,67.25,13935.0,13915.0,13955.0,20,20,4,WIN,20.0,true,false,true,false,false,1.485,8.04,5562.25,5582.25,-20.0
EMA20_ALIGN,2023-05-26,2023,2023-05,LONG,2023-05-26 09:41:00,2023-05-26 09:42:00,2023-05-26 09:47:00,14269.25,14193.25,76.0,14269.25,14249.25,14289.25,20,20,4,WIN,20.0,true,false,true,false,false,2.462,9.02,5582.25,5582.25,0.0
EMA20_ALIGN,2023-05-30,2023,2023-05,LONG,2023-05-30 09:02:00,2023-05-30 09:04:00,2023-05-30 09:16:00,14469.0,14414.75,54.25,14469.0,14449.0,14489.0,20,20,4,LOSS,-20.0,false,true,true,false,false,1.294,11.95,5562.25,5582.25,-20.0
EMA20_ALIGN,2023-05-31,2023,2023-05,SHORT,2023-05-31 09:05:00,2023-05-31 09:17:00,2023-05-31 09:28:00,14333.75,14285.75,48.0,14285.75,14305.75,14265.75,20,20,4,WIN,20.0,false,true,false,true,false,0.927,11.2,5582.25,5582.25,0.0
EMA20_ALIGN,2023-06-01,2023,2023-06,LONG,2023-06-01 09:14:00,2023-06-01 09:15:00,2023-06-01 09:36:00,14384.0,14287.25,96.75,14384.0,14364.0,14404.0,20,20,4,WIN,20.0,true,false,true,false,false,1.675,10.41,5602.25,5602.25,0.0
EMA20_ALIGN,2023-06-02,2023,2023-06,LONG,2023-06-02 09:00:00,2023-06-02 09:01:00,2023-06-02 09:50:00,14589.0,14502.75,86.25,14589.0,14569.0,14609.0,20,20,4,LOSS,-20.0,true,false,true,false,false,1.303,9.75,5582.25,5602.25,-20.0
EMA20_ALIGN,2023-06-05,2023,2023-06,LONG,2023-06-05 09:28:00,2023-06-05 09:29:00,2023-06-05 10:04:00,14671.75,14598.25,73.5,14671.75,14651.75,14691.75,20,20,4,LOSS,-20.0,true,false,true,false,false,1.615,7.0,5562.25,5602.25,-40.0
EMA20_ALIGN,2023-06-06,2023,2023-06,SHORT,2023-06-06 09:25:00,2023-06-06 09:26:00,2023-06-06 09:39:00,14606.75,14560.75,46.0,14560.75,14580.75,14540.75,20,20,4,LOSS,-20.0,false,true,false,true,true,3.268,9.41,5542.25,5602.25,-60.0
EMA20_ALIGN,2023-06-07,2023,2023-06,SHORT,2023-06-07 09:51:00,2023-06-07 09:52:00,2023-06-07 09:59:00,14560.0,14447.75,112.25,14447.75,14467.75,14427.75,20,20,4,WIN,20.0,false,true,false,true,true,2.485,11.38,5562.25,5602.25,-40.0
EMA20_ALIGN,2023-06-08,2023,2023-06,LONG,2023-06-08 09:00:00,2023-06-08 09:02:00,2023-06-08 09:06:00,14459.25,14395.75,63.5,14459.25,14439.25,14479.25,20,20,4,WIN,20.0,true,false,true,false,false,1.317,7.84,5582.25,5602.25,-20.0
EMA20_ALIGN,2023-06-09,2023,2023-06,SHORT,2023-06-09 09:26:00,2023-06-09 09:28:00,2023-06-09 09:30:00,14679.5,14559.5,120.0,14559.5,14579.5,14539.5,20,20,4,WIN,20.0,false,true,false,true,false,1.568,11.86,5602.25,5602.25,0.0
EMA20_ALIGN,2023-06-12,2023,2023-06,SHORT,2023-06-12 09:06:00,2023-06-12 09:08:00,2023-06-12 09:18:00,14832.75,14792.5,40.25,14792.5,14812.5,14772.5,20,20,4,LOSS,-20.0,true,false,false,true,false,1.84,10.09,5582.25,5602.25,-20.0
EMA20_ALIGN,2023-06-13,2023,2023-06,LONG,2023-06-13 09:11:00,2023-06-13 09:41:00,2023-06-13 09:48:00,15058.0,14978.5,79.5,15058.0,15038.0,15078.0,20,20,4,WIN,20.0,true,false,true,false,false,0.919,10.34,5602.25,5602.25,0.0
EMA20_ALIGN,2023-06-14,2023,2023-06,SHORT,2023-06-14 09:00:00,2023-06-14 09:01:00,2023-06-14 09:09:00,15177.75,15143.75,34.0,15143.75,15163.75,15123.75,20,20,4,LOSS,-20.0,true,false,false,true,false,1.422,8.89,5582.25,5602.25,-20.0
EMA20_ALIGN,2023-06-15,2023,2023-06,LONG,2023-06-15 09:17:00,2023-06-15 09:28:00,2023-06-15 09:35:00,15282.0,15216.5,65.5,15282.0,15262.0,15302.0,20,20,4,WIN,20.0,true,false,true,false,false,1.702,14.55,5602.25,5602.25,0.0
EMA20_ALIGN,2023-06-16,2023,2023-06,SHORT,2023-06-16 09:26:00,2023-06-16 09:27:00,2023-06-16 09:45:00,15415.0,15344.5,70.5,15344.5,15364.5,15324.5,20,20,4,LOSS,-20.0,false,true,false,true,false,1.529,11.84,5582.25,5602.25,-20.0
EMA20_ALIGN,2023-06-20,2023,2023-06,LONG,2023-06-20 09:05:00,2023-06-20 09:06:00,2023-06-20 09:32:00,15173.0,15126.5,46.5,15173.0,15153.0,15193.0,20,20,4,WIN,20.0,false,true,true,false,false,1.313,11.88,5602.25,5602.25,0.0
EMA20_ALIGN,2023-06-21,2023,2023-06,SHORT,2023-06-21 09:04:00,2023-06-21 09:07:00,2023-06-21 09:08:00,15117.5,15037.75,79.75,15037.75,15057.75,15017.75,20,20,4,WIN,20.0,false,true,false,true,false,1.086,13.54,5622.25,5622.25,0.0
EMA20_ALIGN,2023-06-22,2023,2023-06,LONG,2023-06-22 09:07:00,2023-06-22 09:37:00,2023-06-22 09:42:00,15141.5,15056.0,85.5,15141.5,15121.5,15161.5,20,20,4,WIN,20.0,true,false,true,false,false,1.341,12.73,5642.25,5642.25,0.0
EMA20_ALIGN,2023-06-23,2023,2023-06,SHORT,2023-06-23 09:19:00,2023-06-23 09:21:00,2023-06-23 09:39:00,15084.25,15025.5,58.75,15025.5,15045.5,15005.5,20,20,4,LOSS,-20.0,false,true,false,true,false,1.07,10.84,5622.25,5642.25,-20.0
EMA20_ALIGN,2023-06-26,2023,2023-06,SHORT,2023-06-26 09:05:00,2023-06-26 09:06:00,2023-06-26 09:16:00,15127.0,15028.75,98.25,15028.75,15048.75,15008.75,20,20,4,WIN,20.0,false,true,false,true,false,2.337,12.04,5642.25,5642.25,0.0
EMA20_ALIGN,2023-06-27,2023,2023-06,SHORT,2023-06-27 09:05:00,2023-06-27 09:10:00,2023-06-27 09:17:00,14946.75,14906.25,40.5,14906.25,14926.25,14886.25,20,20,4,LOSS,-20.0,false,true,false,true,false,1.255,10.29,5622.25,5642.25,-20.0
EMA20_ALIGN,2023-06-28,2023,2023-06,SHORT,2023-06-28 09:24:00,2023-06-28 09:27:00,2023-06-28 09:31:00,15207.25,15135.0,72.25,15135.0,15155.0,15115.0,20,20,4,LOSS,-20.0,true,false,false,true,false,1.452,12.75,5602.25,5642.25,-40.0
EMA20_ALIGN,2023-06-29,2023,2023-06,LONG,2023-06-29 09:46:00,2023-06-29 10:15:00,2023-06-29 10:18:00,15085.75,15028.5,57.25,15085.75,15065.75,15105.75,20,20,4,WIN,20.0,true,false,true,false,false,0.835,9.16,5622.25,5642.25,-20.0
EMA20_ALIGN,2023-06-30,2023,2023-06,SHORT,2023-06-30 09:29:00,2023-06-30 09:30:00,2023-06-30 09:40:00,15369.25,15324.0,45.25,15324.0,15344.0,15304.0,20,20,4,WIN,20.0,true,false,false,true,false,1.552,8.02,5642.25,5642.25,0.0
EMA20_ALIGN,2023-07-03,2023,2023-07,LONG,2023-07-03 10:58:00,2023-07-03 10:59:00,2023-07-03 11:14:00,15359.25,15310.5,48.75,15359.25,15339.25,15379.25,20,20,4,TIME_EXIT,-2.25,true,false,true,false,true,1.92,4.96,5640.0,5642.25,-2.25
EMA20_ALIGN,2023-07-05,2023,2023-07,SHORT,2023-07-05 09:13:00,2023-07-05 09:15:00,2023-07-05 09:19:00,15432.0,15389.0,43.0,15389.0,15409.0,15369.0,20,20,4,WIN,20.0,true,false,false,true,false,1.851,7.66,5660.0,5660.0,0.0
EMA20_ALIGN,2023-07-06,2023,2023-07,SHORT,2023-07-06 09:14:00,2023-07-06 09:25:00,2023-07-06 09:28:00,15176.75,15119.75,57.0,15119.75,15139.75,15099.75,20,20,4,LOSS,-20.0,false,true,false,true,false,1.156,8.34,5640.0,5660.0,-20.0
EMA20_ALIGN,2023-07-07,2023,2023-07,LONG,2023-07-07 09:02:00,2023-07-07 09:03:00,2023-07-07 09:48:00,15245.25,15179.5,65.75,15245.25,15225.25,15265.25,20,20,4,WIN,20.0,true,false,true,false,false,1.401,9.21,5660.0,5660.0,0.0
EMA20_ALIGN,2023-07-10,2023,2023-07,SHORT,2023-07-10 09:26:00,2023-07-10 09:45:00,2023-07-10 09:47:00,15184.0,15133.25,50.75,15133.25,15153.25,15113.25,20,20,4,WIN,20.0,false,true,false,true,false,1.696,11.14,5680.0,5680.0,0.0
EMA20_ALIGN,2023-07-11,2023,2023-07,LONG,2023-07-11 09:03:00,2023-07-11 09:04:00,2023-07-11 09:07:00,15212.0,15168.5,43.5,15212.0,15192.0,15232.0,20,20,4,LOSS,-20.0,true,false,true,false,false,1.372,9.14,5660.0,5680.0,-20.0
EMA20_ALIGN,2023-07-12,2023,2023-07,SHORT,2023-07-12 09:05:00,2023-07-12 09:06:00,2023-07-12 09:15:00,15504.0,15447.75,56.25,15447.75,15467.75,15427.75,20,20,4,LOSS,-20.0,true,false,false,true,false,1.263,10.39,5640.0,5680.0,-40.0
EMA20_ALIGN,2023-07-13,2023,2023-07,LONG,2023-07-13 09:01:00,2023-07-13 09:03:00,2023-07-13 09:14:00,15611.5,15560.25,51.25,15611.5,15591.5,15631.5,20,20,4,LOSS,-20.0,true,false,true,false,false,1.425,7.48,5620.0,5680.0,-60.0
EMA20_ALIGN,2023-07-14,2023,2023-07,SHORT,2023-07-14 11:01:00,2023-07-14 11:02:00,2023-07-14 11:05:00,15839.25,15753.25,86.0,15753.25,15773.25,15733.25,20,20,4,WIN,20.0,false,true,false,true,true,1.874,9.57,5640.0,5680.0,-40.0
EMA20_ALIGN,2023-07-17,2023,2023-07,LONG,2023-07-17 09:26:00,2023-07-17 09:27:00,2023-07-17 09:41:00,15772.25,15738.75,33.5,15772.25,15752.25,15792.25,20,20,4,WIN,20.0,true,false,true,false,false,1.544,8.48,5660.0,5680.0,-20.0
EMA20_ALIGN,2023-07-18,2023,2023-07,LONG,2023-07-18 09:11:00,2023-07-18 09:15:00,2023-07-18 09:29:00,15801.5,15752.75,48.75,15801.5,15781.5,15821.5,20,20,4,LOSS,-20.0,true,false,true,false,false,2.27,7.38,5640.0,5680.0,-40.0
EMA20_ALIGN,2023-07-19,2023,2023-07,LONG,2023-07-19 09:16:00,2023-07-19 09:18:00,2023-07-19 09:23:00,16043.75,15973.0,70.75,16043.75,16023.75,16063.75,20,20,4,LOSS,-20.0,true,false,true,false,false,1.534,8.95,5620.0,5680.0,-60.0
EMA20_ALIGN,2023-07-20,2023,2023-07,LONG,2023-07-20 09:04:00,2023-07-20 09:05:00,2023-07-20 09:22:00,15755.25,15699.25,56.0,15755.25,15735.25,15775.25,20,20,4,LOSS,-20.0,false,true,true,false,false,1.585,10.41,5600.0,5680.0,-80.0
EMA20_ALIGN,2023-07-21,2023,2023-07,LONG,2023-07-21 09:08:00,2023-07-21 09:09:00,2023-07-21 09:32:00,15620.5,15549.0,71.5,15620.5,15600.5,15640.5,20,20,4,WIN,20.0,false,true,true,false,false,1.146,13.79,5620.0,5680.0,-60.0
EMA20_ALIGN,2023-07-24,2023,2023-07,SHORT,2023-07-24 09:05:00,2023-07-24 09:06:00,2023-07-24 09:12:00,15593.75,15543.5,50.25,15543.5,15563.5,15523.5,20,20,4,LOSS,-20.0,false,true,false,true,false,1.164,10.21,5600.0,5680.0,-80.0
EMA20_ALIGN,2023-07-25,2023,2023-07,LONG,2023-07-25 09:11:00,2023-07-25 09:12:00,2023-07-25 09:26:00,15636.75,15604.0,32.75,15636.75,15616.75,15656.75,20,20,4,WIN,20.0,true,false,true,false,false,1.523,6.23,5620.0,5680.0,-60.0
EMA20_ALIGN,2023-07-26,2023,2023-07,SHORT,2023-07-26 09:00:00,2023-07-26 09:01:00,2023-07-26 09:17:00,15620.25,15532.0,88.25,15532.0,15552.0,15512.0,20,20,4,LOSS,-20.0,false,true,false,true,true,1.878,10.55,5600.0,5680.0,-80.0
EMA20_ALIGN,2023-07-27,2023,2023-07,LONG,2023-07-27 09:30:00,2023-07-27 09:31:00,2023-07-27 09:42:00,15835.0,15762.0,73.0,15835.0,15815.0,15855.0,20,20,4,LOSS,-20.0,true,false,true,false,true,2.451,9.34,5580.0,5680.0,-100.0
EMA20_ALIGN,2023-07-28,2023,2023-07,LONG,2023-07-28 09:11:00,2023-07-28 09:12:00,2023-07-28 09:17:00,15837.75,15782.25,55.5,15837.75,15817.75,15857.75,20,20,4,WIN,20.0,true,false,true,false,false,1.704,8.64,5600.0,5680.0,-80.0
EMA20_ALIGN,2023-07-31,2023,2023-07,LONG,2023-07-31 09:03:00,2023-07-31 09:04:00,2023-07-31 09:24:00,15874.0,15827.5,46.5,15874.0,15854.0,15894.0,20,20,4,LOSS,-20.0,true,false,true,false,false,0.826,7.38,5580.0,5680.0,-100.0
EMA20_ALIGN,2023-08-01,2023,2023-08,LONG,2023-08-01 11:01:00,2023-08-01 11:05:00,2023-08-01 11:29:00,15836.5,15776.5,60.0,15836.5,15816.5,15856.5,20,20,4,LOSS,-20.0,true,false,true,false,false,2.228,5.59,5560.0,5680.0,-120.0
EMA20_ALIGN,2023-08-02,2023,2023-08,SHORT,2023-08-02 10:17:00,2023-08-02 10:47:00,2023-08-02 10:52:00,15558.25,15485.25,73.0,15485.25,15505.25,15465.25,20,20,4,WIN,20.0,false,true,false,true,false,0.644,9.61,5580.0,5680.0,-100.0
EMA20_ALIGN,2023-08-03,2023,2023-08,LONG,2023-08-03 09:00:00,2023-08-03 09:05:00,2023-08-03 09:15:00,15431.5,15353.5,78.0,15431.5,15411.5,15451.5,20,20,4,WIN,20.0,true,false,true,false,false,1.434,12.18,5600.0,5680.0,-80.0
EMA20_ALIGN,2023-08-04,2023,2023-08,LONG,2023-08-04 09:01:00,2023-08-04 09:02:00,2023-08-04 09:08:00,15528.5,15464.0,64.5,15528.5,15508.5,15548.5,20,20,4,WIN,20.0,true,false,true,false,false,1.0,11.29,5620.0,5680.0,-60.0
EMA20_ALIGN,2023-08-07,2023,2023-08,SHORT,2023-08-07 09:00:00,2023-08-07 09:03:00,2023-08-07 09:06:00,15443.5,15385.75,57.75,15385.75,15405.75,15365.75,20,20,4,WIN,20.0,false,true,false,true,false,0.981,12.62,5640.0,5680.0,-40.0
EMA20_ALIGN,2023-08-08,2023,2023-08,SHORT,2023-08-08 09:00:00,2023-08-08 09:01:00,2023-08-08 09:24:00,15295.75,15229.75,66.0,15229.75,15249.75,15209.75,20,20,4,LOSS,-20.0,false,true,false,true,false,1.075,11.95,5620.0,5680.0,-60.0
EMA20_ALIGN,2023-08-09,2023,2023-08,SHORT,2023-08-09 09:00:00,2023-08-09 09:01:00,2023-08-09 09:04:00,15290.75,15205.0,85.75,15205.0,15225.0,15185.0,20,20,4,LOSS,-20.0,false,true,false,true,false,1.808,11.32,5600.0,5680.0,-80.0
EMA20_ALIGN,2023-08-10,2023,2023-08,SHORT,2023-08-10 09:01:00,2023-08-10 09:02:00,2023-08-10 09:05:00,15420.75,15306.5,114.25,15306.5,15326.5,15286.5,20,20,4,WIN,20.0,false,true,false,true,false,1.227,16.11,5620.0,5680.0,-60.0
EMA20_ALIGN,2023-08-11,2023,2023-08,SHORT,2023-08-11 09:06:00,2023-08-11 09:07:00,2023-08-11 09:11:00,15165.5,15094.25,71.25,15094.25,15114.25,15074.25,20,20,4,WIN,20.0,false,true,false,true,false,1.583,10.71,5640.0,5680.0,-40.0
EMA20_ALIGN,2023-08-15,2023,2023-08,LONG,2023-08-15 09:03:00,2023-08-15 09:04:00,2023-08-15 09:12:00,15161.25,15107.5,53.75,15161.25,15141.25,15181.25,20,20,4,WIN,20.0,false,true,true,false,false,1.223,9.46,5660.0,5680.0,-20.0
EMA20_ALIGN,2023-08-16,2023,2023-08,SHORT,2023-08-16 09:27:00,2023-08-16 09:28:00,2023-08-16 09:45:00,15136.75,15093.75,43.0,15093.75,15113.75,15073.75,20,20,4,WIN,20.0,false,true,false,true,false,1.622,8.27,5680.0,5680.0,0.0
EMA20_ALIGN,2023-08-17,2023,2023-08,LONG,2023-08-17 10:22:00,2023-08-17 10:24:00,2023-08-17 10:27:00,14920.5,14856.75,63.75,14920.5,14900.5,14940.5,20,20,4,WIN,20.0,false,true,true,false,false,1.749,10.12,5700.0,5700.0,0.0
EMA20_ALIGN,2023-08-18,2023,2023-08,LONG,2023-08-18 09:00:00,2023-08-18 09:02:00,2023-08-18 09:09:00,14699.5,14634.5,65.0,14699.5,14679.5,14719.5,20,20,4,LOSS,-20.0,true,false,true,false,true,2.395,12.36,5680.0,5700.0,-20.0
EMA20_ALIGN,2023-08-21,2023,2023-08,SHORT,2023-08-21 09:00:00,2023-08-21 09:10:00,2023-08-21 09:16:00,14868.25,14820.25,48.0,14820.25,14840.25,14800.25,20,20,4,WIN,20.0,false,true,false,true,false,2.12,12.21,5700.0,5700.0,0.0
EMA20_ALIGN,2023-08-22,2023,2023-08,LONG,2023-08-22 09:00:00,2023-08-22 09:01:00,2023-08-22 09:05:00,15052.0,14969.25,82.75,15052.0,15032.0,15072.0,20,20,4,LOSS,-20.0,true,false,true,false,false,0.971,9.23,5680.0,5700.0,-20.0
EMA20_ALIGN,2023-08-23,2023,2023-08,LONG,2023-08-23 09:00:00,2023-08-23 09:14:00,2023-08-23 09:56:00,15184.5,15124.25,60.25,15184.5,15164.5,15204.5,20,20,4,WIN,20.0,true,false,true,false,false,1.642,7.86,5700.0,5700.0,0.0
EMA20_ALIGN,2023-08-24,2023,2023-08,SHORT,2023-08-24 09:00:00,2023-08-24 09:01:00,2023-08-24 09:06:00,15086.5,15030.25,56.25,15030.25,15050.25,15010.25,20,20,4,WIN,20.0,false,true,false,true,true,2.494,14.32,5720.0,5720.0,0.0
EMA20_ALIGN,2023-08-28,2023,2023-08,SHORT,2023-08-28 09:42:00,2023-08-28 09:43:00,2023-08-28 10:05:00,15096.75,14998.75,98.0,14998.75,15018.75,14978.75,20,20,4,LOSS,-20.0,false,true,false,true,false,3.454,11.95,5700.0,5720.0,-20.0
EMA20_ALIGN,2023-08-29,2023,2023-08,LONG,2023-08-29 09:12:00,2023-08-29 09:15:00,2023-08-29 09:22:00,15328.0,15289.0,39.0,15328.0,15308.0,15348.0,20,20,4,WIN,20.0,true,false,true,false,false,2.025,9.82,5720.0,5720.0,0.0
EMA20_ALIGN,2023-08-30,2023,2023-08,LONG,2023-08-30 09:36:00,2023-08-30 09:37:00,2023-08-30 10:00:00,15478.75,15403.0,75.75,15478.75,15458.75,15498.75,20,20,4,WIN,20.0,true,false,true,false,false,2.168,8.57,5740.0,5740.0,0.0
EMA20_ALIGN,2023-08-31,2023,2023-08,SHORT,2023-08-31 09:25:00,2023-08-31 09:34:00,2023-08-31 09:52:00,15606.75,15548.75,58.0,15548.75,15568.75,15528.75,20,20,4,LOSS,-20.0,true,false,false,true,false,2.008,10.68,5720.0,5740.0,-20.0
EMA20_ALIGN,2023-09-01,2023,2023-09,SHORT,2023-09-01 09:45:00,2023-09-01 09:46:00,2023-09-01 09:49:00,15583.5,15482.0,101.5,15482.0,15502.0,15462.0,20,20,4,WIN,20.0,false,true,false,true,true,2.899,11.62,5740.0,5740.0,0.0
EMA20_ALIGN,2023-09-04,2023,2023-09,SHORT,2023-09-04 09:00:00,2023-09-04 09:06:00,2023-09-04 10:59:00,15550.5,15518.5,32.0,15518.5,15538.5,15498.5,20,20,4,TIME_EXIT,-5.25,false,true,false,true,false,2.272,4.27,5734.75,5740.0,-5.25
