date,entry_time,entry,stop,target,exit_price,outcome,risk_points,pnl_points,rr,mfe,mae,quality_score,year,month
2022-11-09,2022-11-09 10:50:00,11011.75,11022.75,10989.75,11022.75,loss,11.0,-11.0,-1.0,1.5,-12.5,9,2022,2022-11
2022-11-09,2022-11-09 10:57:00,10988.5,10999.25,10967.0,10967.0,win,10.75,21.5,2.0,27.75,-3.75,9,2022,2022-11
2022-11-11,2022-11-11 08:54:00,11663.25,11683.5,11622.75,11683.5,loss,20.25,-20.25,-1.0,70.5,-20.75,11,2022,2022-11
2022-11-11,2022-11-11 09:02:00,11652.75,11690.75,11576.75,11690.75,loss,38.0,-38.0,-1.0,11.0,-50.25,9,2022,2022-11
2022-11-11,2022-11-11 09:08:00,11650.5,11685.5,11580.5,11685.5,loss,35.0,-35.0,-1.0,15.0,-42.5,9,2022,2022-11
2022-11-11,2022-11-11 10:28:00,11666.0,11685.0,11628.0,11685.0,loss,19.0,-19.0,-1.0,27.5,-26.25,11,2022,2022-11
2022-11-11,2022-11-11 10:40:00,11662.5,11679.75,11628.0,11679.75,loss,17.25,-17.25,-1.0,4.5,-29.75,9,2022,2022-11
2022-11-11,2022-11-11 10:46:00,11674.0,11686.5,11649.0,11686.5,loss,12.5,-12.5,-1.0,4.0,-20.0,9,2022,2022-11
2022-11-14,2022-11-14 09:12:00,11788.0,11807.5,11749.0,11807.5,loss,19.5,-19.5,-1.0,6.0,-25.75,9,2022,2022-11
2022-11-14,2022-11-14 10:12:00,11753.25,11769.25,11721.25,11769.25,loss,16.0,-16.0,-1.0,24.75,-17.75,9,2022,2022-11
2022-11-16,2022-11-16 09:16:00,11744.75,11762.5,11709.25,11762.5,loss,17.75,-17.75,-1.0,20.75,-18.25,9,2022,2022-11
2022-11-16,2022-11-16 09:36:00,11765.25,11779.5,11736.75,11736.75,win,14.25,28.5,2.0,36.25,-1.25,9,2022,2022-11
2022-11-16,2022-11-16 10:30:00,11766.25,11775.5,11747.75,11775.5,loss,9.25,-9.25,-1.0,1.25,-14.5,9,2022,2022-11
2022-11-17,2022-11-17 08:37:00,11586.0,11599.75,11558.5,11599.75,loss,13.75,-13.75,-1.0,20.25,-20.0,9,2022,2022-11
2022-11-17,2022-11-17 08:53:00,11608.75,11625.0,11576.25,11576.25,win,16.25,32.5,2.0,35.75,-5.5,9,2022,2022-11
2022-11-17,2022-11-17 09:13:00,11588.25,11609.0,11546.75,11609.0,loss,20.75,-20.75,-1.0,2.75,-26.5,9,2022,2022-11
2022-11-17,2022-11-17 09:35:00,11632.5,11648.25,11601.0,11648.25,loss,15.75,-15.75,-1.0,0.25,-22.5,9,2022,2022-11
2022-11-17,2022-11-17 09:46:00,11627.0,11648.5,11584.0,11648.5,loss,21.5,-21.5,-1.0,29.0,-22.0,9,2022,2022-11
2022-11-17,2022-11-17 10:10:00,11602.25,11616.0,11574.75,11616.0,loss,13.75,-13.75,-1.0,4.25,-16.75,9,2022,2022-11
2022-11-17,2022-11-17 10:21:00,11617.5,11631.0,11590.5,11631.0,loss,13.5,-13.5,-1.0,9.0,-14.5,9,2022,2022-11
2022-11-18,2022-11-18 08:49:00,11741.25,11762.75,11698.25,11762.75,loss,21.5,-21.5,-1.0,5.75,-22.25,9,2022,2022-11
2022-11-18,2022-11-18 09:28:00,11680.75,11699.0,11644.25,11699.0,loss,18.25,-18.25,-1.0,1.25,-32.5,9,2022,2022-11
2022-11-18,2022-11-18 09:57:00,11665.5,11697.5,11601.5,11697.5,loss,32.0,-32.0,-1.0,20.5,-33.0,9,2022,2022-11
2022-11-18,2022-11-18 10:23:00,11700.0,11709.25,11681.5,11709.25,loss,9.25,-9.25,-1.0,0.5,-12.5,9,2022,2022-11
2022-11-21,2022-11-21 08:35:00,11639.25,11660.0,11597.75,11660.0,loss,20.75,-20.75,-1.0,11.0,-26.5,9,2022,2022-11
2022-11-21,2022-11-21 08:56:00,11669.5,11687.0,11634.5,11634.5,win,17.5,35.0,2.0,38.5,-6.0,9,2022,2022-11
2022-11-21,2022-11-21 09:23:00,11591.25,11610.5,11552.75,11610.5,loss,19.25,-19.25,-1.0,2.0,-22.0,9,2022,2022-11
2022-11-21,2022-11-21 09:58:00,11592.25,11600.75,11575.25,11600.75,loss,8.5,-8.5,-1.0,2.25,-10.0,9,2022,2022-11
2022-11-21,2022-11-21 10:02:00,11595.5,11603.0,11580.5,11603.0,loss,7.5,-7.5,-1.0,9.5,-10.25,9,2022,2022-11
2022-11-21,2022-11-21 10:28:00,11607.5,11617.5,11587.5,11587.5,win,10.0,20.0,2.0,20.75,-6.25,9,2022,2022-11
2022-11-21,2022-11-21 10:55:00,11602.5,11613.5,11580.5,11580.5,win,11.0,22.0,2.0,38.0,-1.75,9,2022,2022-11
2022-11-21,2022-11-21 10:57:00,11586.0,11596.25,11565.5,11565.5,win,10.25,20.5,2.0,21.5,0.0,9,2022,2022-11
2022-11-21,2022-11-21 10:58:00,11567.75,11587.0,11529.25,11587.0,loss,19.25,-19.25,-1.0,2.25,-25.25,9,2022,2022-11
2022-11-22,2022-11-22 09:07:00,11581.75,11596.75,11551.75,11596.75,loss,15.0,-15.0,-1.0,7.25,-24.25,9,2022,2022-11
2022-11-25,2022-11-25 08:35:00,11770.25,11787.25,11736.25,11787.25,loss,17.0,-17.0,-1.0,2.25,-26.5,9,2022,2022-11
2022-11-28,2022-11-28 09:22:00,11717.5,11731.25,11690.0,11690.0,win,13.75,27.5,2.0,32.75,-4.0,9,2022,2022-11
2022-11-28,2022-11-28 09:44:00,11707.25,11718.0,11685.75,11685.75,win,10.75,21.5,2.0,28.75,-6.0,11,2022,2022-11
2022-11-30,2022-11-30 08:42:00,11539.0,11575.75,11465.5,11575.75,loss,36.75,-36.75,-1.0,0.0,-42.5,9,2022,2022-11
2022-12-01,2022-12-01 08:40:00,12067.25,12095.5,12010.75,12095.5,loss,28.25,-28.25,-1.0,4.5,-36.25,9,2022,2022-12
2022-12-01,2022-12-01 09:30:00,11963.75,11978.5,11934.25,11978.5,loss,14.75,-14.75,-1.0,20.5,-22.25,9,2022,2022-12
2022-12-01,2022-12-01 09:31:00,11948.0,11969.0,11906.0,11969.0,loss,21.0,-21.0,-1.0,1.0,-25.0,9,2022,2022-12
2022-12-01,2022-12-01 09:55:00,12033.5,12045.0,12010.5,12045.0,loss,11.5,-11.5,-1.0,6.5,-18.0,9,2022,2022-12
2022-12-02,2022-12-02 09:04:00,11867.25,11884.0,11833.75,11884.0,loss,16.75,-16.75,-1.0,15.75,-27.0,9,2022,2022-12
2022-12-05,2022-12-05 08:41:00,11948.75,11967.75,11910.75,11967.75,loss,19.0,-19.0,-1.0,7.5,-22.75,9,2022,2022-12
2022-12-05,2022-12-05 09:31:00,11867.5,11887.75,11827.0,11887.75,loss,20.25,-20.25,-1.0,0.25,-21.0,9,2022,2022-12
2022-12-05,2022-12-05 09:46:00,11918.25,11930.5,11893.75,11930.5,loss,12.25,-12.25,-1.0,1.75,-13.5,9,2022,2022-12
2022-12-05,2022-12-05 10:18:00,11911.75,11921.25,11892.75,11892.75,win,9.5,19.0,2.0,20.25,-0.5,9,2022,2022-12
2022-12-06,2022-12-06 09:28:00,11642.0,11655.5,11615.0,11615.0,win,13.5,27.0,2.0,33.25,-2.75,9,2022,2022-12
2022-12-06,2022-12-06 10:26:00,11628.5,11638.5,11608.5,11638.5,loss,10.0,-10.0,-1.0,4.75,-11.5,9,2022,2022-12
2022-12-06,2022-12-06 10:52:00,11625.75,11637.75,11601.75,11601.75,win,12.0,24.0,2.0,41.75,-10.0,9,2022,2022-12
2022-12-07,2022-12-07 08:33:00,11514.25,11542.25,11458.25,11542.25,loss,28.0,-28.0,-1.0,0.25,-43.75,9,2022,2022-12
2022-12-07,2022-12-07 08:47:00,11506.5,11536.5,11446.5,11446.5,win,30.0,60.0,2.0,63.0,-4.25,9,2022,2022-12
2022-12-07,2022-12-07 09:11:00,11475.25,11521.0,11383.75,11521.0,loss,45.75,-45.75,-1.0,17.75,-48.25,9,2022,2022-12
2022-12-09,2022-12-09 08:42:00,11596.75,11619.75,11550.75,11619.75,loss,23.0,-23.0,-1.0,1.0,-46.25,9,2022,2022-12
2022-12-14,2022-12-14 08:32:00,11939.25,11967.0,11883.75,11967.0,loss,27.75,-27.75,-1.0,0.25,-39.75,9,2022,2022-12
2022-12-16,2022-12-16 09:01:00,11426.75,11456.5,11367.25,11367.25,win,29.75,59.5,2.0,66.0,-6.75,9,2022,2022-12
2022-12-16,2022-12-16 09:08:00,11388.75,11404.0,11358.25,11358.25,win,15.25,30.5,2.0,34.25,-12.5,9,2022,2022-12
2022-12-16,2022-12-16 09:25:00,11348.25,11363.5,11317.75,11363.5,loss,15.25,-15.25,-1.0,6.25,-15.5,9,2022,2022-12
2022-12-16,2022-12-16 09:47:00,11334.0,11352.5,11297.0,11352.5,loss,18.5,-18.5,-1.0,8.5,-20.5,9,2022,2022-12
2022-12-16,2022-12-16 10:11:00,11321.75,11335.25,11294.75,11335.25,loss,13.5,-13.5,-1.0,15.25,-33.5,9,2022,2022-12
2022-12-16,2022-12-16 10:12:00,11308.75,11325.25,11275.75,11325.25,loss,16.5,-16.5,-1.0,2.25,-20.75,9,2022,2022-12
2022-12-19,2022-12-19 08:46:00,11303.0,11314.25,11280.5,11280.5,win,11.25,22.5,2.0,26.5,-2.5,9,2022,2022-12
2022-12-19,2022-12-19 08:48:00,11279.25,11299.5,11238.75,11238.75,win,20.25,40.5,2.0,42.25,-0.5,9,2022,2022-12
2022-12-19,2022-12-19 09:26:00,11290.75,11304.5,11263.25,11263.25,win,13.75,27.5,2.0,32.5,-12.75,9,2022,2022-12
2022-12-19,2022-12-19 09:28:00,11291.75,11301.5,11272.25,11301.5,loss,9.75,-9.75,-1.0,3.75,-11.75,9,2022,2022-12
2022-12-19,2022-12-19 10:33:00,11209.0,11219.75,11187.5,11187.5,win,10.75,21.5,2.0,25.75,-3.5,9,2022,2022-12
2022-12-20,2022-12-20 10:12:00,11160.25,11172.0,11136.75,11172.0,loss,11.75,-11.75,-1.0,8.0,-19.5,9,2022,2022-12
2022-12-20,2022-12-20 10:16:00,11138.75,11166.75,11082.75,11166.75,loss,28.0,-28.0,-1.0,37.0,-30.75,9,2022,2022-12
2022-12-22,2022-12-22 09:06:00,11060.0,11072.75,11034.5,11072.75,loss,12.75,-12.75,-1.0,1.75,-13.75,9,2022,2022-12
2022-12-22,2022-12-22 09:50:00,11024.25,11032.25,11008.25,11008.25,win,8.0,16.0,2.0,20.25,-5.5,9,2022,2022-12
2022-12-22,2022-12-22 09:51:00,11016.75,11027.0,10996.25,11027.0,loss,10.25,-10.25,-1.0,2.5,-11.5,9,2022,2022-12
2022-12-22,2022-12-22 09:55:00,11019.5,11029.0,11000.5,11000.5,win,9.5,19.0,2.0,19.25,-1.25,9,2022,2022-12
2022-12-22,2022-12-22 10:39:00,10985.5,10995.0,10966.5,10966.5,win,9.5,19.0,2.0,20.5,-3.0,9,2022,2022-12
2022-12-23,2022-12-23 10:19:00,11002.0,11019.0,10968.0,11019.0,loss,17.0,-17.0,-1.0,2.5,-34.5,9,2022,2022-12
2022-12-23,2022-12-23 10:45:00,11036.5,11047.5,11014.5,11014.5,win,11.0,22.0,2.0,23.0,-8.0,9,2022,2022-12
2022-12-23,2022-12-23 10:53:00,11017.25,11027.75,10996.25,11027.75,loss,10.5,-10.5,-1.0,4.0,-10.75,9,2022,2022-12
2022-12-27,2022-12-27 09:51:00,10995.75,11005.75,10975.75,10975.75,win,10.0,20.0,2.0,23.5,-2.75,9,2022,2022-12
2022-12-28,2022-12-28 10:28:00,10826.0,10836.0,10806.0,10806.0,win,10.0,20.0,2.0,22.0,-7.5,9,2022,2022-12
2022-12-28,2022-12-28 10:34:00,10811.0,10823.25,10786.5,10786.5,win,12.25,24.5,2.0,25.5,-10.5,9,2022,2022-12
2022-12-30,2022-12-30 08:49:00,10863.75,10895.25,10800.75,10895.25,loss,31.5,-31.5,-1.0,8.25,-35.25,9,2022,2022-12
2022-12-30,2022-12-30 09:26:00,10931.25,10946.25,10901.25,10946.25,loss,15.0,-15.0,-1.0,26.0,-26.0,11,2022,2022-12
2022-12-30,2022-12-30 10:13:00,10925.5,10935.75,10905.0,10905.0,win,10.25,20.5,2.0,26.25,-3.25,11,2022,2022-12
2022-12-30,2022-12-30 10:41:00,10927.25,10937.25,10907.25,10937.25,loss,10.0,-10.0,-1.0,0.5,-10.25,11,2022,2022-12
2022-12-30,2022-12-30 10:50:00,10931.75,10938.0,10919.25,10938.0,loss,6.25,-6.25,-1.0,6.75,-11.5,9,2022,2022-12
2023-01-03,2023-01-03 08:53:00,11028.5,11079.75,10926.0,10926.0,win,51.25,102.5,2.0,103.25,-14.75,9,2023,2023-01
2023-01-03,2023-01-03 09:45:00,10935.5,10951.0,10904.5,10951.0,loss,15.5,-15.5,-1.0,2.25,-28.25,9,2023,2023-01
2023-01-03,2023-01-03 10:02:00,10974.75,10986.0,10952.25,10952.25,win,11.25,22.5,2.0,23.75,-4.0,9,2023,2023-01
2023-01-03,2023-01-03 10:05:00,10954.75,10968.75,10926.75,10926.75,win,14.0,28.0,2.0,36.0,-5.5,9,2023,2023-01
2023-01-04,2023-01-04 09:23:00,10900.5,10920.5,10860.5,10920.5,loss,20.0,-20.0,-1.0,24.5,-25.5,9,2023,2023-01
2023-01-05,2023-01-05 08:59:00,10869.5,10887.0,10834.5,10887.0,loss,17.5,-17.5,-1.0,10.25,-27.25,9,2023,2023-01
2023-01-05,2023-01-05 09:48:00,10863.75,10874.75,10841.75,10841.75,win,11.0,22.0,2.0,22.0,-2.0,9,2023,2023-01
2023-01-05,2023-01-05 10:34:00,10849.0,10856.0,10835.0,10856.0,loss,7.0,-7.0,-1.0,1.25,-15.0,9,2023,2023-01
2023-01-05,2023-01-05 10:47:00,10875.0,10884.5,10856.0,10856.0,win,9.5,19.0,2.0,22.25,-4.0,9,2023,2023-01
2023-01-06,2023-01-06 08:58:00,10817.25,10837.0,10777.75,10837.0,loss,19.75,-19.75,-1.0,5.5,-67.75,9,2023,2023-01
2023-01-06,2023-01-06 09:04:00,10847.5,10895.5,10751.5,10895.5,loss,48.0,-48.0,-1.0,14.25,-56.25,9,2023,2023-01
2023-01-10,2023-01-10 08:47:00,11153.0,11195.0,11069.0,11195.0,loss,42.0,-42.0,-1.0,11.0,-68.5,9,2023,2023-01
2023-01-10,2023-01-10 09:44:00,11146.75,11158.25,11123.75,11123.75,win,11.5,23.0,2.0,26.0,-1.75,9,2023,2023-01
2023-01-10,2023-01-10 10:34:00,11174.0,11198.25,11125.5,11198.25,loss,24.25,-24.25,-1.0,6.0,-26.5,9,2023,2023-01
2023-01-10,2023-01-10 10:49:00,11179.0,11189.75,11157.5,11189.75,loss,10.75,-10.75,-1.0,0.75,-16.0,9,2023,2023-01
2023-01-10,2023-01-10 11:01:00,11158.5,11192.5,11090.5,11192.5,loss,34.0,-34.0,-1.0,0.0,-35.25,11,2023,2023-01
2023-01-12,2023-01-12 08:33:00,11458.25,11496.5,11381.75,11381.75,win,38.25,76.5,2.0,89.5,-12.0,9,2023,2023-01
2023-01-12,2023-01-12 08:42:00,11414.5,11435.5,11372.5,11372.5,win,21.0,42.0,2.0,45.75,-5.0,9,2023,2023-01
2023-01-12,2023-01-12 08:43:00,11391.75,11420.5,11334.25,11334.25,win,28.75,57.5,2.0,61.0,-1.25,9,2023,2023-01
2023-01-12,2023-01-12 09:08:00,11389.25,11418.0,11331.75,11418.0,loss,28.75,-28.75,-1.0,22.0,-29.5,9,2023,2023-01
2023-01-12,2023-01-12 09:09:00,11376.25,11400.75,11327.25,11400.75,loss,24.5,-24.5,-1.0,2.5,-42.5,9,2023,2023-01
2023-01-12,2023-01-12 09:46:00,11420.5,11447.0,11367.5,11447.0,loss,26.5,-26.5,-1.0,15.0,-29.5,9,2023,2023-01
2023-01-12,2023-01-12 10:01:00,11407.0,11435.0,11351.0,11435.0,loss,28.0,-28.0,-1.0,18.75,-28.75,9,2023,2023-01
2023-01-13,2023-01-13 08:33:00,11425.25,11449.5,11376.75,11449.5,loss,24.25,-24.25,-1.0,8.25,-29.75,11,2023,2023-01
2023-01-13,2023-01-13 08:38:00,11442.5,11453.0,11421.5,11421.5,win,10.5,21.0,2.0,21.0,-2.5,9,2023,2023-01
2023-01-13,2023-01-13 08:39:00,11426.75,11446.0,11388.25,11446.0,loss,19.25,-19.25,-1.0,5.25,-39.75,9,2023,2023-01
2023-01-13,2023-01-13 10:47:00,11457.25,11468.5,11434.75,11468.5,loss,11.25,-11.25,-1.0,3.25,-11.75,9,2023,2023-01
2023-01-17,2023-01-17 10:35:00,11599.75,11607.0,11585.25,11607.0,loss,7.25,-7.25,-1.0,3.25,-9.25,9,2023,2023-01
2023-01-18,2023-01-18 10:22:00,11562.75,11572.0,11544.25,11544.25,win,9.25,18.5,2.0,20.75,-0.75,9,2023,2023-01
2023-01-19,2023-01-19 08:44:00,11404.0,11426.5,11359.0,11359.0,win,22.5,45.0,2.0,46.5,-2.0,11,2023,2023-01
2023-01-19,2023-01-19 08:45:00,11387.0,11407.0,11347.0,11407.0,loss,20.0,-20.0,-1.0,38.25,-29.25,9,2023,2023-01
2023-01-19,2023-01-19 09:04:00,11383.0,11400.0,11349.0,11400.0,loss,17.0,-17.0,-1.0,1.5,-26.25,9,2023,2023-01
2023-01-19,2023-01-19 09:13:00,11365.25,11387.0,11321.75,11387.0,loss,21.75,-21.75,-1.0,1.25,-47.25,9,2023,2023-01
2023-01-19,2023-01-19 09:57:00,11322.25,11331.0,11304.75,11331.0,loss,8.75,-8.75,-1.0,1.0,-11.0,9,2023,2023-01
2023-01-19,2023-01-19 10:12:00,11369.75,11380.75,11347.75,11347.75,win,11.0,22.0,2.0,24.0,-6.0,9,2023,2023-01
2023-01-19,2023-01-19 10:18:00,11358.0,11370.25,11333.5,11333.5,win,12.25,24.5,2.0,24.75,-2.75,9,2023,2023-01
2023-01-20,2023-01-20 08:33:00,11398.75,11420.0,11356.25,11420.0,loss,21.25,-21.25,-1.0,15.25,-28.5,9,2023,2023-01
2023-01-24,2023-01-24 08:36:00,11863.25,11887.0,11815.75,11887.0,loss,23.75,-23.75,-1.0,17.75,-30.25,9,2023,2023-01
2023-01-24,2023-01-24 09:00:00,11884.0,11906.0,11840.0,11840.0,win,22.0,44.0,2.0,45.75,-8.75,9,2023,2023-01
2023-01-24,2023-01-24 09:01:00,11869.5,11893.75,11821.0,11893.75,loss,24.25,-24.25,-1.0,31.25,-37.5,9,2023,2023-01
2023-01-24,2023-01-24 09:20:00,11882.25,11898.75,11849.25,11898.75,loss,16.5,-16.5,-1.0,18.5,-18.5,11,2023,2023-01
2023-01-24,2023-01-24 09:36:00,11886.75,11898.5,11863.25,11863.25,win,11.75,23.5,2.0,30.5,-3.5,9,2023,2023-01
2023-01-25,2023-01-25 08:44:00,11690.75,11712.25,11647.75,11647.75,win,21.5,43.0,2.0,44.75,-9.5,9,2023,2023-01
2023-01-25,2023-01-25 08:58:00,11624.0,11640.0,11592.0,11640.0,loss,16.0,-16.0,-1.0,9.25,-18.5,9,2023,2023-01
2023-01-25,2023-01-25 10:06:00,11667.75,11678.75,11645.75,11678.75,loss,11.0,-11.0,-1.0,9.0,-14.25,9,2023,2023-01
2023-01-25,2023-01-25 10:19:00,11695.0,11737.5,11610.0,11737.5,loss,42.5,-42.5,-1.0,0.0,-46.75,9,2023,2023-01
2023-01-26,2023-01-26 08:51:00,11970.75,12001.5,11909.25,12001.5,loss,30.75,-30.75,-1.0,7.75,-32.0,9,2023,2023-01
2023-01-26,2023-01-26 09:07:00,11975.25,11996.0,11933.75,11996.0,loss,20.75,-20.75,-1.0,22.0,-23.25,9,2023,2023-01
2023-01-26,2023-01-26 09:08:00,11956.0,11982.5,11903.0,11982.5,loss,26.5,-26.5,-1.0,2.75,-29.0,9,2023,2023-01
2023-01-26,2023-01-26 09:40:00,11972.25,11994.25,11928.25,11994.25,loss,22.0,-22.0,-1.0,8.75,-22.0,9,2023,2023-01
2023-01-26,2023-01-26 10:21:00,11936.75,11951.5,11907.25,11907.25,win,14.75,29.5,2.0,31.25,-3.25,9,2023,2023-01
2023-01-30,2023-01-30 08:32:00,12097.0,12111.75,12067.5,12067.5,win,14.75,29.5,2.0,32.25,-12.25,11,2023,2023-01
2023-01-30,2023-01-30 08:55:00,12082.5,12117.5,12012.5,12117.5,loss,35.0,-35.0,-1.0,6.5,-35.75,9,2023,2023-01
2023-01-30,2023-01-30 09:16:00,12096.25,12113.0,12062.75,12062.75,win,16.75,33.5,2.0,40.25,-0.25,9,2023,2023-01
2023-01-30,2023-01-30 10:15:00,12041.5,12053.75,12017.0,12053.75,loss,12.25,-12.25,-1.0,3.25,-21.5,9,2023,2023-01
2023-01-30,2023-01-30 10:18:00,12048.5,12062.25,12021.0,12062.25,loss,13.75,-13.75,-1.0,0.75,-15.0,9,2023,2023-01
2023-02-01,2023-02-01 08:45:00,12113.5,12127.25,12086.0,12127.25,loss,13.75,-13.75,-1.0,3.25,-22.0,9,2023,2023-02
2023-02-01,2023-02-01 09:08:00,12112.75,12132.0,12074.25,12132.0,loss,19.25,-19.25,-1.0,3.25,-22.0,9,2023,2023-02
2023-02-01,2023-02-01 09:45:00,12122.0,12133.0,12100.0,12100.0,win,11.0,22.0,2.0,28.5,-9.25,9,2023,2023-02
2023-02-01,2023-02-01 10:20:00,12112.75,12120.5,12097.25,12120.5,loss,7.75,-7.75,-1.0,1.25,-14.5,9,2023,2023-02
2023-02-03,2023-02-03 08:34:00,12608.5,12637.0,12551.5,12637.0,loss,28.5,-28.5,-1.0,12.25,-39.75,9,2023,2023-02
2023-02-06,2023-02-06 08:38:00,12524.0,12544.0,12484.0,12544.0,loss,20.0,-20.0,-1.0,5.25,-22.0,13,2023,2023-02
2023-02-06,2023-02-06 08:44:00,12526.0,12551.25,12475.5,12551.25,loss,25.25,-25.25,-1.0,4.5,-42.75,9,2023,2023-02
2023-02-06,2023-02-06 08:54:00,12517.75,12542.25,12468.75,12542.25,loss,24.5,-24.5,-1.0,4.75,-34.0,11,2023,2023-02
2023-02-06,2023-02-06 09:16:00,12520.25,12554.25,12452.25,12554.25,loss,34.0,-34.0,-1.0,64.5,-34.75,9,2023,2023-02
2023-02-06,2023-02-06 09:21:00,12500.75,12515.0,12472.25,12472.25,win,14.25,28.5,2.0,42.0,-6.5,9,2023,2023-02
2023-02-06,2023-02-06 09:22:00,12491.25,12505.25,12463.25,12505.25,loss,14.0,-14.0,-1.0,6.25,-16.0,9,2023,2023-02
2023-02-08,2023-02-08 09:21:00,12713.25,12727.5,12684.75,12684.75,win,14.25,28.5,2.0,32.0,-0.25,9,2023,2023-02
2023-02-08,2023-02-08 10:01:00,12599.0,12611.5,12574.0,12611.5,loss,12.5,-12.5,-1.0,9.0,-20.0,9,2023,2023-02
2023-02-08,2023-02-08 10:24:00,12548.5,12571.5,12502.5,12571.5,loss,23.0,-23.0,-1.0,31.25,-27.25,9,2023,2023-02
2023-02-08,2023-02-08 11:01:00,12569.5,12583.5,12541.5,12583.5,loss,14.0,-14.0,-1.0,26.0,-14.0,9,2023,2023-02
2023-02-09,2023-02-09 10:04:00,12597.5,12618.5,12555.5,12618.5,loss,21.0,-21.0,-1.0,13.5,-24.5,9,2023,2023-02
2023-02-10,2023-02-10 08:39:00,12352.75,12372.75,12312.75,12312.75,win,20.0,40.0,2.0,41.25,-11.0,11,2023,2023-02
2023-02-10,2023-02-10 08:41:00,12322.75,12362.0,12244.25,12362.0,loss,39.25,-39.25,-1.0,11.25,-47.0,9,2023,2023-02
2023-02-10,2023-02-10 08:53:00,12350.25,12382.0,12286.75,12286.75,win,31.75,63.5,2.0,65.75,-8.0,11,2023,2023-02
2023-02-10,2023-02-10 08:55:00,12339.5,12356.75,12305.0,12356.75,loss,17.25,-17.25,-1.0,4.75,-18.25,9,2023,2023-02
2023-02-10,2023-02-10 09:43:00,12348.0,12365.25,12313.5,12313.5,win,17.25,34.5,2.0,40.25,-11.75,9,2023,2023-02
2023-02-10,2023-02-10 09:46:00,12341.0,12352.5,12318.0,12352.5,loss,11.5,-11.5,-1.0,8.5,-13.75,9,2023,2023-02
2023-02-10,2023-02-10 10:04:00,12325.5,12340.25,12296.0,12340.25,loss,14.75,-14.75,-1.0,8.5,-20.75,9,2023,2023-02
2023-02-10,2023-02-10 10:13:00,12342.0,12359.0,12308.0,12359.0,loss,17.0,-17.0,-1.0,25.75,-18.75,9,2023,2023-02
2023-02-10,2023-02-10 10:27:00,12333.25,12349.75,12300.25,12300.25,win,16.5,33.0,2.0,36.5,-11.0,9,2023,2023-02
2023-02-10,2023-02-10 10:59:00,12281.25,12294.0,12255.75,12255.75,win,12.75,25.5,2.0,27.5,-9.0,9,2023,2023-02
2023-02-14,2023-02-14 08:54:00,12522.75,12546.0,12476.25,12546.0,loss,23.25,-23.25,-1.0,3.75,-61.5,9,2023,2023-02
2023-02-14,2023-02-14 10:09:00,12526.75,12541.75,12496.75,12541.75,loss,15.0,-15.0,-1.0,26.5,-17.5,9,2023,2023-02
2023-02-14,2023-02-14 10:10:00,12503.75,12534.0,12443.25,12534.0,loss,30.25,-30.25,-1.0,3.5,-31.5,9,2023,2023-02
2023-02-15,2023-02-15 08:54:00,12563.75,12598.5,12494.25,12598.5,loss,34.75,-34.75,-1.0,39.5,-35.75,9,2023,2023-02
2023-02-15,2023-02-15 10:09:00,12601.75,12616.75,12571.75,12616.75,loss,15.0,-15.0,-1.0,13.0,-21.25,9,2023,2023-02
2023-02-16,2023-02-16 08:38:00,12502.0,12533.25,12439.5,12533.25,loss,31.25,-31.25,-1.0,3.5,-47.75,9,2023,2023-02
2023-02-16,2023-02-16 09:15:00,12575.5,12597.75,12531.0,12597.75,loss,22.25,-22.25,-1.0,13.5,-37.0,9,2023,2023-02
2023-02-16,2023-02-16 09:25:00,12604.75,12621.25,12571.75,12621.25,loss,16.5,-16.5,-1.0,1.75,-17.5,9,2023,2023-02
2023-02-16,2023-02-16 09:27:00,12603.5,12623.25,12564.0,12623.25,loss,19.75,-19.75,-1.0,10.0,-24.0,9,2023,2023-02
2023-02-17,2023-02-17 08:41:00,12350.25,12367.5,12315.75,12367.5,loss,17.25,-17.25,-1.0,4.0,-26.0,9,2023,2023-02
2023-02-17,2023-02-17 08:46:00,12327.0,12351.5,12278.0,12351.5,loss,24.5,-24.5,-1.0,30.75,-35.75,9,2023,2023-02
2023-02-17,2023-02-17 09:09:00,12342.25,12357.0,12312.75,12357.0,loss,14.75,-14.75,-1.0,13.5,-21.75,9,2023,2023-02
2023-02-17,2023-02-17 10:49:00,12314.75,12326.75,12290.75,12290.75,win,12.0,24.0,2.0,25.75,-5.0,9,2023,2023-02
2023-02-21,2023-02-21 08:49:00,12252.75,12277.0,12204.25,12204.25,win,24.25,48.5,2.0,50.75,-16.0,9,2023,2023-02
2023-02-21,2023-02-21 09:13:00,12190.5,12204.75,12162.0,12204.75,loss,14.25,-14.25,-1.0,6.5,-14.75,9,2023,2023-02
2023-02-21,2023-02-21 09:25:00,12202.5,12218.25,12171.0,12218.25,loss,15.75,-15.75,-1.0,21.5,-19.75,9,2023,2023-02
2023-02-21,2023-02-21 09:38:00,12204.5,12217.5,12178.5,12217.5,loss,13.0,-13.0,-1.0,11.75,-17.75,9,2023,2023-02
2023-02-21,2023-02-21 09:44:00,12213.0,12227.0,12185.0,12185.0,win,14.0,28.0,2.0,28.5,-1.75,9,2023,2023-02
2023-02-21,2023-02-21 09:49:00,12189.5,12199.0,12170.5,12199.0,loss,9.5,-9.5,-1.0,3.0,-9.75,9,2023,2023-02
