date,entry_time,entry,stop,target,pnl_points,rr,outcome,year
2021-11-22,2021-11-22 10:56:00,16482.75,16519.0,16392.12,-36.25,-1.0,loss,2021
2021-11-23,2021-11-23 09:08:00,16295.0,16325.0,16220.0,75.0,2.5,win,2021
2021-11-23,2021-11-23 09:26:00,16257.75,16297.75,16157.75,100.0,2.5,win,2021
2021-11-24,2021-11-24 08:38:00,16160.75,16192.0,16082.62,-31.25,-1.0,loss,2021
2021-11-24,2021-11-24 08:39:00,16132.5,16164.0,16053.75,-31.5,-1.0,loss,2021
2021-11-25,2021-11-25 08:33:00,16381.5,16387.0,16367.75,-5.5,-1.0,loss,2021
2021-11-25,2021-11-25 09:58:00,16398.25,16404.75,16382.0,-6.5,-1.0,loss,2021
2021-11-26,2021-11-26 10:00:00,16092.25,16123.25,16014.75,-31.0,-1.0,loss,2021
2021-11-29,2021-11-29 09:36:00,16251.0,16281.5,16174.75,-30.5,-1.0,loss,2021
2021-11-30,2021-11-30 09:52:00,16238.5,16274.75,16147.88,90.62,2.5,win,2021
2021-11-30,2021-11-30 09:53:00,16208.0,16247.5,16109.25,98.75,2.5,win,2021
2021-12-01,2021-12-01 08:32:00,16301.5,16320.0,16255.25,-18.5,-1.0,loss,2021
2021-12-01,2021-12-01 08:34:00,16286.5,16312.0,16222.75,-25.5,-1.0,loss,2021
2021-12-01,2021-12-01 08:39:00,16288.25,16316.5,16217.62,-28.25,-1.0,loss,2021
2021-12-01,2021-12-01 10:57:00,16335.0,16360.0,16272.5,-25.0,-1.0,loss,2021
2021-12-03,2021-12-03 08:38:00,15989.75,16022.25,15908.5,81.25,2.5,win,2021
2021-12-06,2021-12-06 08:34:00,15626.5,15666.0,15527.75,-39.5,-1.0,loss,2021
2021-12-06,2021-12-06 08:35:00,15601.5,15630.75,15528.38,-29.25,-1.0,loss,2021
2021-12-08,2021-12-08 08:30:00,16301.25,16335.5,16215.62,-34.25,-1.0,loss,2021
2021-12-08,2021-12-08 08:37:00,16278.25,16302.75,16217.0,-24.5,-1.0,loss,2021
2021-12-09,2021-12-09 09:07:00,16319.5,16349.0,16245.75,46.0,1.56,win,2021
2021-12-09,2021-12-09 09:24:00,16304.0,16339.75,16214.62,-35.75,-1.0,loss,2021
2021-12-09,2021-12-09 11:04:00,16275.0,16295.25,16224.38,-20.25,-1.0,loss,2021
2021-12-13,2021-12-13 08:38:00,16283.25,16318.25,16195.75,-35.0,-1.0,loss,2021
2021-12-15,2021-12-15 10:09:00,15830.5,15856.0,15766.75,63.75,2.5,win,2021
2021-12-16,2021-12-16 08:33:00,16287.75,16321.25,16204.0,-33.5,-1.0,loss,2021
2021-12-16,2021-12-16 08:36:00,16285.0,16314.0,16212.5,72.5,2.5,win,2021
2021-12-16,2021-12-16 08:40:00,16245.0,16275.5,16168.75,-30.5,-1.0,loss,2021
2021-12-16,2021-12-16 08:41:00,16223.5,16247.0,16164.75,-23.5,-1.0,loss,2021
2021-12-17,2021-12-17 10:46:00,15765.75,15801.25,15677.0,-35.5,-1.0,loss,2021
2021-12-17,2021-12-17 11:25:00,15783.0,15812.5,15709.25,-29.5,-1.0,loss,2021
2021-12-20,2021-12-20 10:32:00,15509.75,15541.25,15431.0,-31.5,-1.0,loss,2021
2021-12-21,2021-12-21 09:23:00,15661.25,15689.75,15590.0,-28.5,-1.0,loss,2021
2021-12-28,2021-12-28 08:31:00,16567.25,16592.25,16504.75,-25.0,-1.0,loss,2021
2021-12-28,2021-12-28 08:35:00,16542.25,16577.0,16455.38,-34.75,-1.0,loss,2021
2021-12-28,2021-12-28 09:07:00,16544.0,16573.5,16470.25,-29.5,-1.0,loss,2021
2021-12-28,2021-12-28 10:23:00,16518.0,16532.75,16481.12,-14.75,-1.0,loss,2021
2021-12-28,2021-12-28 10:30:00,16511.5,16535.25,16452.12,-23.75,-1.0,loss,2021
2021-12-29,2021-12-29 09:11:00,16461.5,16488.75,16393.38,68.12,2.5,win,2021
2021-12-30,2021-12-30 08:41:00,16471.75,16494.25,16415.5,-22.5,-1.0,loss,2021
2021-12-30,2021-12-30 08:42:00,16452.0,16474.75,16395.12,-22.75,-1.0,loss,2021
2021-12-31,2021-12-31 09:01:00,16360.75,16398.75,16265.75,-38.0,-1.0,loss,2021
2021-12-31,2021-12-31 09:51:00,16360.0,16381.25,16306.88,-21.25,-1.0,loss,2021
2022-01-03,2022-01-03 10:37:00,16383.75,16399.25,16345.0,-15.5,-1.0,loss,2022
2022-01-04,2022-01-04 08:32:00,16486.0,16503.75,16441.62,44.38,2.5,win,2022
2022-01-04,2022-01-04 08:42:00,16471.5,16502.25,16394.62,-30.75,-1.0,loss,2022
2022-01-04,2022-01-04 09:53:00,16272.75,16299.25,16206.5,66.25,2.5,win,2022
2022-01-04,2022-01-04 09:56:00,16226.5,16253.0,16160.25,38.5,1.45,win,2022
2022-01-04,2022-01-04 10:00:00,16203.25,16230.75,16134.5,-27.5,-1.0,loss,2022
2022-01-05,2022-01-05 08:34:00,16115.5,16144.0,16044.25,-28.5,-1.0,loss,2022
2022-01-05,2022-01-05 11:08:00,16125.0,16141.25,16084.38,-16.25,-1.0,loss,2022
