timeframe,fvg_ts,year,month,symbol,direction,displacement,gap_width,gap_low,gap_high,gap_mid,touched_10d,touch_ts,reclaimed_after_touch,reclaim_ts,width_ge_5,width_ge_10,width_ge_20,width_ge_30,width_ge_50
30m,2026-01-01T23:30:00.000000,2026,1,NQH6,bull,false,32.75,25445.5,25478.25,25461.875,true,2026-01-02T00:08:00.000000,true,2026-01-02T00:08:00.000000,true,true,true,true,false
30m,2026-01-02T01:00:00.000000,2026,1,NQH6,bull,false,1.75,25508.5,25510.25,25509.375,true,2026-01-02T15:22:00.000000,true,2026-01-02T15:32:00.000000,false,false,false,false,false
30m,2026-01-02T01:30:00.000000,2026,1,NQH6,bull,false,17.5,25514.0,25531.5,25522.75,true,2026-01-02T15:20:00.000000,true,2026-01-02T15:20:00.000000,true,true,false,false,false
30m,2026-01-02T02:00:00.000000,2026,1,NQH6,bull,false,19.0,25536.0,25555.0,25545.5,true,2026-01-02T15:18:00.000000,true,2026-01-02T15:18:00.000000,true,true,false,false,false
30m,2026-01-02T02:30:00.000000,2026,1,NQH6,bull,false,27.25,25556.25,25583.5,25569.875,true,2026-01-02T15:15:00.000000,true,2026-01-02T15:15:00.000000,true,true,true,false,false
30m,2026-01-02T03:00:00.000000,2026,1,NQH6,bull,false,0.75,25595.25,25596.0,25595.625,true,2026-01-02T03:06:00.000000,true,2026-01-02T03:06:00.000000,false,false,false,false,false
30m,2026-01-02T04:00:00.000000,2026,1,NQH6,bull,false,10.75,25608.75,25619.5,25614.125,true,2026-01-02T04:03:00.000000,true,2026-01-02T04:03:00.000000,true,true,false,false,false
30m,2026-01-02T06:00:00.000000,2026,1,NQH6,bull,false,0.75,25633.25,25634.0,25633.625,true,2026-01-02T06:03:00.000000,true,2026-01-02T06:03:00.000000,false,false,false,false,false
30m,2026-01-02T08:30:00.000000,2026,1,NQH6,bull,true,32.25,25643.75,25676.0,25659.875,true,2026-01-02T14:13:00.000000,true,2026-01-02T14:13:00.000000,true,true,true,true,false
30m,2026-01-02T09:00:00.000000,2026,1,NQH6,bull,true,4.25,25701.0,25705.25,25703.125,true,2026-01-02T12:02:00.000000,true,2026-01-02T12:03:00.000000,false,false,false,false,false
30m,2026-01-02T09:30:00.000000,2026,1,NQH6,bull,false,3.25,25718.5,25721.75,25720.125,true,2026-01-02T09:52:00.000000,true,2026-01-02T09:52:00.000000,false,false,false,false,false
30m,2026-01-02T12:30:00.000000,2026,1,NQH6,bear,false,11.0,25705.5,25716.5,25711.0,true,2026-01-02T12:43:00.000000,true,2026-01-02T12:43:00.000000,true,true,false,false,false
30m,2026-01-02T15:30:00.000000,2026,1,NQH6,bear,true,33.75,25604.5,25638.25,25621.375,true,2026-01-02T15:43:00.000000,true,2026-01-02T15:43:00.000000,true,true,true,true,false
30m,2026-01-02T16:00:00.000000,2026,1,NQH6,bear,false,51.0,25406.25,25457.25,25431.75,true,2026-01-02T16:29:00.000000,true,2026-01-02T16:29:00.000000,true,true,true,true,true
30m,2026-01-02T19:30:00.000000,2026,1,NQH6,bull,false,35.5,25351.75,25387.25,25369.5,true,2026-01-02T19:59:00.000000,true,2026-01-02T19:59:00.000000,true,true,true,true,false
30m,2026-01-04T23:30:00.000000,2026,1,NQH6,bull,false,16.25,25401.25,25417.5,25409.375,true,2026-01-04T23:45:00.000000,true,2026-01-04T23:45:00.000000,true,true,false,false,false
30m,2026-01-05T08:30:00.000000,2026,1,NQH6,bull,false,24.0,25483.5,25507.5,25495.5,true,2026-01-05T08:59:00.000000,true,2026-01-05T08:59:00.000000,true,true,true,false,false
30m,2026-01-05T10:30:00.000000,2026,1,NQH6,bull,false,9.5,25524.5,25534.0,25529.25,true,2026-01-05T10:39:00.000000,true,2026-01-05T10:39:00.000000,true,false,false,false,false
30m,2026-01-05T14:00:00.000000,2026,1,NQH6,bull,true,3.25,25572.25,25575.5,25573.875,true,2026-01-05T14:35:00.000000,true,2026-01-05T14:36:00.000000,false,false,false,false,false
30m,2026-01-05T17:30:00.000000,2026,1,NQH6,bear,false,22.0,25635.0,25657.0,25646.0,true,2026-01-05T17:48:00.000000,true,2026-01-05T17:48:00.000000,true,true,true,false,false
30m,2026-01-06T01:30:00.000000,2026,1,NQH6,bull,false,16.5,25574.25,25590.75,25582.5,true,2026-01-06T01:45:00.000000,true,2026-01-06T01:45:00.000000,true,true,false,false,false
30m,2026-01-06T03:00:00.000000,2026,1,NQH6,bull,false,12.5,25608.0,25620.5,25614.25,true,2026-01-06T03:21:00.000000,true,2026-01-06T03:21:00.000000,true,true,false,false,false
30m,2026-01-06T04:30:00.000000,2026,1,NQH6,bull,false,5.25,25627.25,25632.5,25629.875,true,2026-01-06T04:35:00.000000,true,2026-01-06T04:35:00.000000,true,false,false,false,false
30m,2026-01-06T06:30:00.000000,2026,1,NQH6,bull,false,10.0,25650.5,25660.5,25655.5,true,2026-01-06T07:01:00.000000,true,2026-01-06T07:01:00.000000,true,true,false,false,false
30m,2026-01-06T07:30:00.000000,2026,1,NQH6,bear,false,2.75,25657.75,25660.5,25659.125,true,2026-01-06T07:34:00.000000,true,2026-01-06T07:34:00.000000,false,false,false,false,false
30m,2026-01-06T08:00:00.000000,2026,1,NQH6,bear,true,1.5,25647.75,25649.25,25648.5,true,2026-01-06T12:58:00.000000,true,2026-01-06T12:58:00.000000,false,false,false,false,false
30m,2026-01-06T08:30:00.000000,2026,1,NQH6,bear,false,64.0,25578.25,25642.25,25610.25,true,2026-01-06T08:55:00.000000,true,2026-01-06T08:55:00.000000,true,true,true,true,true
30m,2026-01-06T12:30:00.000000,2026,1,NQH6,bull,true,1.25,25610.25,25611.5,25610.875,true,2026-01-06T12:34:00.000000,true,2026-01-06T12:34:00.000000,false,false,false,false,false
30m,2026-01-06T13:00:00.000000,2026,1,NQH6,bull,false,2.5,25617.25,25619.75,25618.5,true,2026-01-06T13:28:00.000000,true,2026-01-06T13:28:00.000000,false,false,false,false,false
30m,2026-01-06T15:00:00.000000,2026,1,NQH6,bull,false,88.0,25638.5,25726.5,25682.5,true,2026-01-06T15:11:00.000000,true,2026-01-06T15:11:00.000000,true,true,true,true,true
30m,2026-01-06T16:00:00.000000,2026,1,NQH6,bear,false,18.75,25707.75,25726.5,25717.125,true,2026-01-06T16:24:00.000000,true,2026-01-06T16:24:00.000000,true,true,false,false,false
30m,2026-01-06T17:30:00.000000,2026,1,NQH6,bull,false,33.25,25701.0,25734.25,25717.625,true,2026-01-07T09:06:00.000000,true,2026-01-07T09:06:00.000000,true,true,true,true,false
30m,2026-01-06T18:00:00.000000,2026,1,NQH6,bull,false,1.0,25744.0,25745.0,25744.5,true,2026-01-06T18:07:00.000000,true,2026-01-06T18:07:00.000000,false,false,false,false,false
30m,2026-01-06T19:00:00.000000,2026,1,NQH6,bull,false,13.25,25780.75,25794.0,25787.375,true,2026-01-06T19:09:00.000000,true,2026-01-06T19:09:00.000000,true,true,false,false,false
30m,2026-01-06T19:30:00.000000,2026,1,NQH6,bull,false,0.25,25805.75,25806.0,25805.875,true,2026-01-06T19:57:00.000000,true,2026-01-06T19:57:00.000000,false,false,false,false,false
30m,2026-01-07T04:00:00.000000,2026,1,NQH6,bear,false,2.0,25804.0,25806.0,25805.0,true,2026-01-07T14:30:00.000000,true,2026-01-07T14:30:00.000000,false,false,false,false,false
30m,2026-01-07T04:30:00.000000,2026,1,NQH6,bear,false,2.0,25794.75,25796.75,25795.75,true,2026-01-07T04:46:00.000000,true,2026-01-07T04:46:00.000000,false,false,false,false,false
30m,2026-01-07T07:00:00.000000,2026,1,NQH6,bear,false,3.25,25779.5,25782.75,25781.125,true,2026-01-07T07:17:00.000000,true,2026-01-07T07:17:00.000000,false,false,false,false,false
30m,2026-01-07T09:00:00.000000,2026,1,NQH6,bear,false,0.75,25758.75,25759.5,25759.125,true,2026-01-07T10:13:00.000000,true,2026-01-07T10:14:00.000000,false,false,false,false,false
30m,2026-01-07T12:00:00.000000,2026,1,NQH6,bull,false,12.75,25749.75,25762.5,25756.125,true,2026-01-07T12:01:00.000000,true,2026-01-07T12:01:00.000000,true,true,false,false,false
30m,2026-01-07T15:00:00.000000,2026,1,NQH6,bull,false,21.0,25791.25,25812.25,25801.75,true,2026-01-07T15:02:00.000000,true,2026-01-07T15:02:00.000000,true,true,true,false,false
30m,2026-01-07T16:00:00.000000,2026,1,NQH6,bull,false,3.5,25875.75,25879.25,25877.5,true,2026-01-07T16:29:00.000000,true,2026-01-07T16:29:00.000000,false,false,false,false,false
30m,2026-01-07T17:00:00.000000,2026,1,NQH6,bull,false,35.0,25929.25,25964.25,25946.75,true,2026-01-07T17:03:00.000000,true,2026-01-07T17:03:00.000000,true,true,true,true,false
30m,2026-01-07T19:30:00.000000,2026,1,NQH6,bear,false,7.75,25921.25,25929.0,25925.125,true,2026-01-07T19:39:00.000000,true,2026-01-07T19:39:00.000000,true,false,false,false,false
30m,2026-01-07T20:30:00.000000,2026,1,NQH6,bear,false,29.5,25862.25,25891.75,25877.0,true,2026-01-09T15:31:00.000000,true,2026-01-09T15:31:00.000000,true,true,true,false,false
30m,2026-01-07T21:00:00.000000,2026,1,NQH6,bear,false,16.5,25836.0,25852.5,25844.25,true,2026-01-07T21:53:00.000000,true,2026-01-07T21:53:00.000000,true,true,false,false,false
30m,2026-01-08T03:00:00.000000,2026,1,NQH6,bear,false,24.75,25795.25,25820.0,25807.625,true,2026-01-08T03:10:00.000000,true,2026-01-08T03:10:00.000000,true,true,true,false,false
30m,2026-01-08T05:30:00.000000,2026,1,NQH6,bear,false,9.25,25763.5,25772.75,25768.125,true,2026-01-08T07:23:00.000000,true,2026-01-08T07:26:00.000000,true,false,false,false,false
30m,2026-01-08T06:00:00.000000,2026,1,NQH6,bear,true,16.5,25742.5,25759.0,25750.75,true,2026-01-08T07:23:00.000000,true,2026-01-08T07:30:00.000000,true,true,false,false,false
30m,2026-01-08T06:30:00.000000,2026,1,NQH6,bear,true,27.0,25710.25,25737.25,25723.75,true,2026-01-08T06:49:00.000000,true,2026-01-08T06:49:00.000000,true,true,true,false,false
30m,2026-01-08T07:30:00.000000,2026,1,NQH6,bull,false,31.5,25710.25,25741.75,25726.0,true,2026-01-08T07:31:00.000000,true,2026-01-08T07:31:00.000000,true,true,true,true,false
30m,2026-01-08T09:30:00.000000,2026,1,NQH6,bear,false,4.0,25773.25,25777.25,25775.25,true,2026-01-08T09:35:00.000000,true,2026-01-08T09:35:00.000000,false,false,false,false,false
30m,2026-01-08T13:30:00.000000,2026,1,NQH6,bull,false,9.0,25777.0,25786.0,25781.5,true,2026-01-08T13:34:00.000000,true,2026-01-08T13:34:00.000000,true,false,false,false,false
30m,2026-01-08T15:00:00.000000,2026,1,NQH6,bear,true,60.25,25713.5,25773.75,25743.625,true,2026-01-08T15:28:00.000000,true,2026-01-08T15:28:00.000000,true,true,true,true,true
30m,2026-01-08T20:30:00.000000,2026,1,NQH6,bull,false,21.0,25645.75,25666.75,25656.25,true,2026-01-08T20:43:00.000000,true,2026-01-08T20:43:00.000000,true,true,true,false,false
30m,2026-01-09T01:30:00.000000,2026,1,NQH6,bear,false,10.25,25654.0,25664.25,25659.125,true,2026-01-09T01:57:00.000000,true,2026-01-09T01:57:00.000000,true,true,false,false,false
30m,2026-01-09T02:30:00.000000,2026,1,NQH6,bull,false,19.5,25654.0,25673.5,25663.75,true,2026-01-09T02:40:00.000000,true,2026-01-09T02:40:00.000000,true,true,false,false,false
30m,2026-01-09T07:30:00.000000,2026,1,NQH6,bear,false,0.25,25681.25,25681.5,25681.375,true,2026-01-09T07:48:00.000000,true,2026-01-09T07:48:00.000000,false,false,false,false,false
30m,2026-01-09T10:00:00.000000,2026,1,NQH6,bull,false,20.25,25696.75,25717.0,25706.875,true,2026-01-09T10:04:00.000000,true,2026-01-09T10:04:00.000000,true,true,true,false,false
30m,2026-01-09T11:30:00.000000,2026,1,NQH6,bull,false,2.5,25735.5,25738.0,25736.75,true,2026-01-09T11:58:00.000000,true,2026-01-09T11:58:00.000000,false,false,false,false,false
30m,2026-01-09T19:00:00.000000,2026,1,NQH6,bull,false,24.5,25923.5,25948.0,25935.75,true,2026-01-09T19:08:00.000000,true,2026-01-09T19:08:00.000000,true,true,true,false,false
30m,2026-01-09T21:00:00.000000,2026,1,NQH6,bear,false,6.5,25943.0,25949.5,25946.25,true,2026-01-09T21:07:00.000000,true,2026-01-09T21:07:00.000000,true,false,false,false,false
30m,2026-01-11T23:30:00.000000,2026,1,NQH6,bear,false,11.25,25912.0,25923.25,25917.625,true,2026-01-11T23:32:00.000000,true,2026-01-11T23:32:00.000000,true,true,false,false,false
30m,2026-01-12T00:30:00.000000,2026,1,NQH6,bear,true,31.5,25862.5,25894.0,25878.25,true,2026-01-12T14:35:00.000000,true,2026-01-12T14:35:00.000000,true,true,true,true,false
30m,2026-01-12T01:00:00.000000,2026,1,NQH6,bear,false,58.25,25797.0,25855.25,25826.125,true,2026-01-12T01:01:00.000000,true,2026-01-12T01:01:00.000000,true,true,true,true,true
30m,2026-01-12T05:30:00.000000,2026,1,NQH6,bear,false,20.25,25702.25,25722.5,25712.375,true,2026-01-12T05:31:00.000000,true,2026-01-12T05:31:00.000000,true,true,true,false,false
30m,2026-01-12T06:30:00.000000,2026,1,NQH6,bull,false,3.25,25702.25,25705.5,25703.875,true,2026-01-12T06:35:00.000000,true,2026-01-12T06:35:00.000000,false,false,false,false,false
30m,2026-01-12T07:30:00.000000,2026,1,NQH6,bull,false,1.75,25721.5,25723.25,25722.375,true,2026-01-12T07:45:00.000000,true,2026-01-12T07:45:00.000000,false,false,false,false,false
30m,2026-01-12T08:30:00.000000,2026,1,NQH6,bear,false,46.0,25677.25,25723.25,25700.25,true,2026-01-12T09:01:00.000000,true,2026-01-12T09:01:00.000000,true,true,true,true,false
30m,2026-01-12T12:30:00.000000,2026,1,NQH6,bull,false,3.75,25724.5,25728.25,25726.375,true,2026-01-12T13:10:00.000000,true,2026-01-12T13:10:00.000000,false,false,false,false,false
30m,2026-01-12T15:00:00.000000,2026,1,NQH6,bull,false,113.25,25754.25,25867.5,25810.875,true,2026-01-12T15:06:00.000000,true,2026-01-12T15:06:00.000000,true,true,true,true,true
30m,2026-01-12T18:30:00.000000,2026,1,NQH6,bull,false,1.25,25972.75,25974.0,25973.375,true,2026-01-12T18:56:00.000000,true,2026-01-12T18:56:00.000000,false,false,false,false,false
30m,2026-01-12T19:30:00.000000,2026,1,NQH6,bull,false,1.75,25993.5,25995.25,25994.375,true,2026-01-12T20:15:00.000000,true,2026-01-12T20:15:00.000000,false,false,false,false,false
30m,2026-01-12T21:00:00.000000,2026,1,NQH6,bear,false,12.0,25974.0,25986.0,25980.0,true,2026-01-12T21:26:00.000000,true,2026-01-12T21:26:00.000000,true,true,false,false,false
30m,2026-01-12T23:30:00.000000,2026,1,NQH6,bear,false,0.75,25932.0,25932.75,25932.375,true,2026-01-12T23:35:00.000000,true,2026-01-12T23:35:00.000000,false,false,false,false,false
30m,2026-01-13T00:00:00.000000,2026,1,NQH6,bear,false,15.0,25898.25,25913.25,25905.75,true,2026-01-13T00:02:00.000000,true,2026-01-13T00:02:00.000000,true,true,false,false,false
30m,2026-01-13T00:30:00.000000,2026,1,NQH6,bear,false,5.0,25888.5,25893.5,25891.0,true,2026-01-13T00:32:00.000000,true,2026-01-13T00:32:00.000000,true,false,false,false,false
30m,2026-01-13T01:00:00.000000,2026,1,NQH6,bear,false,0.25,25881.75,25882.0,25881.875,true,2026-01-13T01:04:00.000000,true,2026-01-13T01:04:00.000000,false,false,false,false,false
30m,2026-01-13T06:30:00.000000,2026,1,NQH6,bull,false,3.5,25907.25,25910.75,25909.0,true,2026-01-13T06:59:00.000000,true,2026-01-13T06:59:00.000000,false,false,false,false,false
30m,2026-01-13T14:00:00.000000,2026,1,NQH6,bull,false,36.0,25912.0,25948.0,25930.0,true,2026-01-13T14:29:00.000000,true,2026-01-13T14:29:00.000000,true,true,true,true,false
30m,2026-01-13T15:30:00.000000,2026,1,NQH6,bear,true,26.0,25904.75,25930.75,25917.75,true,2026-01-13T15:56:00.000000,true,2026-01-13T15:56:00.000000,true,true,true,false,false
30m,2026-01-13T17:00:00.000000,2026,1,NQH6,bull,true,19.5,25924.5,25944.0,25934.25,true,2026-01-13T17:17:00.000000,true,2026-01-13T17:17:00.000000,true,true,false,false,false
30m,2026-01-13T18:00:00.000000,2026,1,NQH6,bear,false,33.25,25910.75,25944.0,25927.375,true,2026-01-13T18:15:00.000000,true,2026-01-13T18:15:00.000000,true,true,true,true,false
30m,2026-01-13T21:00:00.000000,2026,1,NQH6,bull,false,37.25,25866.5,25903.75,25885.125,true,2026-01-13T21:42:00.000000,true,2026-01-13T21:42:00.000000,true,true,true,true,false
30m,2026-01-14T00:30:00.000000,2026,1,NQH6,bull,false,4.0,25902.5,25906.5,25904.5,true,2026-01-14T00:59:00.000000,true,2026-01-14T00:59:00.000000,false,false,false,false,false
30m,2026-01-14T02:00:00.000000,2026,1,NQH6,bear,false,0.25,25898.75,25899.0,25898.875,true,2026-01-14T02:17:00.000000,true,2026-01-14T02:17:00.000000,false,false,false,false,false
30m,2026-01-14T03:30:00.000000,2026,1,NQH6,bull,false,17.75,25896.0,25913.75,25904.875,true,2026-01-14T03:49:00.000000,true,2026-01-14T03:49:00.000000,true,true,false,false,false
30m,2026-01-14T04:30:00.000000,2026,1,NQH6,bear,false,13.0,25900.75,25913.75,25907.25,true,2026-01-15T13:46:00.000000,true,2026-01-15T13:46:00.000000,true,true,false,false,false
30m,2026-01-14T05:00:00.000000,2026,1,NQH6,bear,false,12.25,25883.25,25895.5,25889.375,true,2026-01-14T05:05:00.000000,true,2026-01-14T05:05:00.000000,true,true,false,false,false
30m,2026-01-14T06:00:00.000000,2026,1,NQH6,bear,false,1.25,25859.0,25860.25,25859.625,true,2026-01-14T06:12:00.000000,true,2026-01-14T06:12:00.000000,false,false,false,false,false
30m,2026-01-14T10:00:00.000000,2026,1,NQH6,bear,true,1.75,25852.75,25854.5,25853.625,true,2026-01-15T11:51:00.000000,true,2026-01-15T11:51:00.000000,false,false,false,false,false
30m,2026-01-14T10:30:00.000000,2026,1,NQH6,bear,true,61.25,25774.5,25835.75,25805.125,true,2026-01-14T12:23:00.000000,true,2026-01-14T12:23:00.000000,true,true,true,true,true
30m,2026-01-14T15:00:00.000000,2026,1,NQH6,bear,false,40.0,25693.5,25733.5,25713.5,true,2026-01-14T15:18:00.000000,true,2026-01-14T15:18:00.000000,true,true,true,true,false
30m,2026-01-14T20:30:00.000000,2026,1,NQH6,bull,false,29.25,25534.0,25563.25,25548.625,true,2026-01-14T21:54:00.000000,true,2026-01-14T21:54:00.000000,true,true,true,false,false
30m,2026-01-14T21:00:00.000000,2026,1,NQH6,bull,false,21.25,25594.0,25615.25,25604.625,true,2026-01-14T21:25:00.000000,true,2026-01-14T21:25:00.000000,true,true,true,false,false
30m,2026-01-15T05:30:00.000000,2026,1,NQH6,bull,false,15.75,25593.0,25608.75,25600.875,true,2026-01-15T05:36:00.000000,true,2026-01-15T05:36:00.000000,true,true,false,false,false
30m,2026-01-15T06:30:00.000000,2026,1,NQH6,bull,false,38.0,25647.5,25685.5,25666.5,true,2026-01-15T06:37:00.000000,true,2026-01-15T06:37:00.000000,true,true,true,true,false
30m,2026-01-15T08:30:00.000000,2026,1,NQH6,bull,false,7.75,25702.5,25710.25,25706.375,true,2026-01-15T08:33:00.000000,true,2026-01-15T08:33:00.000000,true,false,false,false,false
30m,2026-01-15T09:30:00.000000,2026,1,NQH6,bull,false,62.0,25742.0,25804.0,25773.0,true,2026-01-15T10:23:00.000000,true,2026-01-15T10:23:00.000000,true,true,true,true,true
30m,2026-01-15T11:30:00.000000,2026,1,NQH6,bull,false,1.75,25828.25,25830.0,25829.125,true,2026-01-15T11:31:00.000000,true,2026-01-15T11:31:00.000000,false,false,false,false,false
30m,2026-01-15T13:30:00.000000,2026,1,NQH6,bull,false,1.25,25854.25,25855.5,25854.875,true,2026-01-15T13:31:00.000000,true,2026-01-15T13:31:00.000000,false,false,false,false,false
30m,2026-01-15T14:00:00.000000,2026,1,NQH6,bull,false,17.75,25873.5,25891.25,25882.375,true,2026-01-15T14:01:00.000000,true,2026-01-15T14:01:00.000000,true,true,false,false,false
30m,2026-01-15T19:30:00.000000,2026,1,NQH6,bear,false,73.25,25804.75,25878.0,25841.375,true,2026-01-15T19:41:00.000000,true,2026-01-15T19:41:00.000000,true,true,true,true,true
30m,2026-01-15T20:00:00.000000,2026,1,NQH6,bear,false,19.25,25771.75,25791.0,25781.375,true,2026-01-15T20:05:00.000000,true,2026-01-15T20:05:00.000000,true,true,false,false,false
30m,2026-01-15T20:30:00.000000,2026,1,NQH6,bear,false,20.0,25726.25,25746.25,25736.25,true,2026-01-15T20:36:00.000000,true,2026-01-15T20:36:00.000000,true,true,true,false,false
30m,2026-01-15T23:30:00.000000,2026,1,NQH6,bull,false,12.75,25709.5,25722.25,25715.875,true,2026-01-15T23:36:00.000000,true,2026-01-15T23:36:00.000000,true,true,false,false,false
30m,2026-01-16T02:30:00.000000,2026,1,NQH6,bull,false,3.25,25783.25,25786.5,25784.875,true,2026-01-16T02:56:00.000000,true,2026-01-16T02:56:00.000000,false,false,false,false,false
30m,2026-01-16T11:00:00.000000,2026,1,NQH6,bull,false,5.25,25841.75,25847.0,25844.375,true,2026-01-16T11:05:00.000000,true,2026-01-16T11:05:00.000000,true,false,false,false,false
30m,2026-01-16T12:00:00.000000,2026,1,NQH6,bear,false,3.25,25843.75,25847.0,25845.375,true,2026-01-16T12:05:00.000000,true,2026-01-16T12:05:00.000000,false,false,false,false,false
30m,2026-01-16T15:00:00.000000,2026,1,NQH6,bear,true,57.5,25765.5,25823.0,25794.25,true,2026-01-16T15:07:00.000000,true,2026-01-16T15:07:00.000000,true,true,true,true,true
30m,2026-01-16T15:30:00.000000,2026,1,NQH6,bear,false,44.0,25682.25,25726.25,25704.25,true,2026-01-16T15:59:00.000000,true,2026-01-16T15:59:00.000000,true,true,true,true,false
30m,2026-01-16T16:30:00.000000,2026,1,NQH6,bull,false,4.25,25682.25,25686.5,25684.375,true,2026-01-16T16:56:00.000000,true,2026-01-16T16:56:00.000000,false,false,false,false,false
30m,2026-01-16T21:00:00.000000,2026,1,NQH6,bear,false,1.75,25702.25,25704.0,25703.125,true,2026-01-22T08:52:00.000000,true,2026-01-22T08:53:00.000000,false,false,false,false,false
30m,2026-01-18T23:00:00.000000,2026,1,NQH6,bear,false,199.0,25472.0,25671.0,25571.5,true,2026-01-21T15:46:00.000000,true,2026-01-21T15:46:00.000000,true,true,true,true,true
30m,2026-01-18T23:30:00.000000,2026,1,NQH6,bear,false,211.25,25468.75,25680.0,25574.375,true,2026-01-18T23:59:00.000000,true,2026-01-18T23:59:00.000000,true,true,true,true,true
30m,2026-01-19T03:30:00.000000,2026,1,NQH6,bear,false,12.5,25395.0,25407.5,25401.25,true,2026-01-19T03:42:00.000000,true,2026-01-19T03:42:00.000000,true,true,false,false,false
30m,2026-01-19T07:30:00.000000,2026,1,NQH6,bear,false,11.75,25369.25,25381.0,25375.125,true,2026-01-19T07:32:00.000000,true,2026-01-19T07:32:00.000000,true,true,false,false,false
30m,2026-01-19T08:30:00.000000,2026,1,NQH6,bull,false,4.0,25369.25,25373.25,25371.25,true,2026-01-19T08:45:00.000000,true,2026-01-19T08:45:00.000000,false,false,false,false,false
30m,2026-01-19T09:30:00.000000,2026,1,NQH6,bear,true,37.5,25335.75,25373.25,25354.5,true,2026-01-19T12:41:00.000000,true,2026-01-19T12:41:00.000000,true,true,true,true,false
30m,2026-01-19T17:30:00.000000,2026,1,NQH6,bull,false,10.0,25383.5,25393.5,25388.5,true,2026-01-19T17:39:00.000000,true,2026-01-19T17:39:00.000000,true,true,false,false,false
30m,2026-01-20T01:30:00.000000,2026,1,NQH6,bull,false,8.5,25404.25,25412.75,25408.5,true,2026-01-20T01:40:00.000000,true,2026-01-20T01:40:00.000000,true,false,false,false,false
30m,2026-01-20T04:00:00.000000,2026,1,NQH6,bear,false,1.0,25412.0,25413.0,25412.5,true,2026-01-20T04:05:00.000000,true,2026-01-20T04:05:00.000000,false,false,false,false,false
30m,2026-01-20T06:30:00.000000,2026,1,NQH6,bear,false,64.75,25315.5,25380.25,25347.875,true,2026-01-20T07:00:00.000000,true,2026-01-20T07:00:00.000000,true,true,true,true,true
30m,2026-01-20T08:30:00.000000,2026,1,NQH6,bear,false,21.5,25235.75,25257.25,25246.5,true,2026-01-20T12:10:00.000000,true,2026-01-20T12:10:00.000000,true,true,true,false,false
30m,2026-01-20T09:00:00.000000,2026,1,NQH6,bear,true,5.0,25220.25,25225.25,25222.75,true,2026-01-20T11:25:00.000000,true,2026-01-20T11:25:00.000000,true,false,false,false,false
30m,2026-01-20T09:30:00.000000,2026,1,NQH6,bear,false,22.25,25144.5,25166.75,25155.625,true,2026-01-20T10:11:00.000000,true,2026-01-20T10:11:00.000000,true,true,true,false,false
30m,2026-01-20T10:30:00.000000,2026,1,NQH6,bull,false,21.75,25144.5,25166.25,25155.375,true,2026-01-20T10:41:00.000000,true,2026-01-20T10:41:00.000000,true,true,true,false,false
30m,2026-01-20T12:30:00.000000,2026,1,NQH6,bull,false,5.75,25221.0,25226.75,25223.875,true,2026-01-20T13:13:00.000000,true,2026-01-20T13:13:00.000000,true,false,false,false,false
30m,2026-01-20T15:00:00.000000,2026,1,NQH6,bull,false,1.5,25253.25,25254.75,25254.0,true,2026-01-20T15:20:00.000000,true,2026-01-20T15:20:00.000000,false,false,false,false,false
30m,2026-01-20T18:00:00.000000,2026,1,NQH6,bear,false,15.5,25311.25,25326.75,25319.0,true,2026-01-20T18:02:00.000000,true,2026-01-20T18:02:00.000000,true,true,false,false,false
30m,2026-01-20T18:30:00.000000,2026,1,NQH6,bear,false,1.5,25256.0,25257.5,25256.75,true,2026-01-21T14:25:00.000000,true,2026-01-21T14:25:00.000000,false,false,false,false,false
30m,2026-01-20T19:00:00.000000,2026,1,NQH6,bear,false,19.0,25225.0,25244.0,25234.5,true,2026-01-21T03:19:00.000000,true,2026-01-21T03:19:00.000000,true,true,false,false,false
30m,2026-01-21T01:00:00.000000,2026,1,NQH6,bull,false,20.25,25158.75,25179.0,25168.875,true,2026-01-21T02:27:00.000000,true,2026-01-21T02:27:00.000000,true,true,true,false,false
30m,2026-01-21T01:30:00.000000,2026,1,NQH6,bull,false,11.5,25186.0,25197.5,25191.75,true,2026-01-21T01:32:00.000000,true,2026-01-21T01:32:00.000000,true,true,false,false,false
30m,2026-01-21T02:30:00.000000,2026,1,NQH6,bear,false,6.0,25191.5,25197.5,25194.5,true,2026-01-21T02:43:00.000000,true,2026-01-21T02:43:00.000000,true,false,false,false,false
30m,2026-01-21T09:30:00.000000,2026,1,NQH6,bear,true,7.25,25196.25,25203.5,25199.875,true,2026-01-21T14:11:00.000000,true,2026-01-21T14:11:00.000000,true,false,false,false,false
30m,2026-01-21T12:00:00.000000,2026,1,NQH6,bear,false,45.0,25089.25,25134.25,25111.75,true,2026-01-21T12:24:00.000000,true,2026-01-21T12:24:00.000000,true,true,true,true,false
30m,2026-01-21T14:30:00.000000,2026,1,NQH6,bull,true,2.0,25125.5,25127.5,25126.5,true,2026-01-21T14:41:00.000000,true,2026-01-21T14:41:00.000000,false,false,false,false,false
30m,2026-01-21T15:00:00.000000,2026,1,NQH6,bull,true,36.75,25258.0,25294.75,25276.375,true,2026-01-21T15:10:00.000000,true,2026-01-21T15:10:00.000000,true,true,true,true,false
30m,2026-01-21T15:30:00.000000,2026,1,NQH6,bull,true,38.75,25339.25,25378.0,25358.625,true,2026-01-21T16:37:00.000000,true,2026-01-21T16:37:00.000000,true,true,true,true,false
